Problem,Algorithm,GenNo,PopSize,Median-HV,IQR-HV,Median-spreads,IQR-spreads,Median-PFS,IQR-PFS
 POM3B, SPEA2SC-100,1,100,1260355.34,23580.33558,0.496149412,0.040595038,100,0
 POM3B, NSGAIISC-1024,1,100,1262245.094,17981.4395,0.555510402,0.063286154,100,0
 POM3B, NSGAIISC-100,1,100,1246969.124,30416.30903,0.543684802,0.053681234,100,0
 POM3B, NSGAIISC-512,1,100,1244998.936,30436.67828,0.557444522,0.052225729,100,0
 POM3B, SPEA2SC-1024,1,100,1259241.786,32374.50215,0.48764482,0.031869547,100,0
 POM3B, NSGAIISC-2048,1,100,1256165.869,26547.58488,0.535864132,0.029789787,100,0
 POM3B, SPEA2-normal,1,100,1240568.645,25044.48,0.485002618,0.034227273,100,0
 POM3B, SPEA2SC-8192,1,100,1264886.479,25710.08353,0.500414742,0.057081707,100,0
 POM3B, SPEA2SC-4096,1,100,1261319.813,17812.2593,0.500119318,0.041212751,100,0
 POM3B, SPEA2SC-2048,1,100,1259683.926,30705.8729,0.477846447,0.043418026,100,0
 POM3B, SPEA2SC-10000,1,100,1263173.739,41169.57583,0.500938731,0.056153742,100,0
 POM3B, NSGAIISC-10000,1,100,1264697.856,24298.92628,0.545982243,0.047239993,100,0
 POM3C, NSGAII-normal,1,100,876749.3927,41673.0143,0.562991316,0.048359595,100,0
 POM3C, NSGAIISC-8192,1,100,868288.141,37802.63178,0.613434814,0.053578923,100,0
 POM3C, SPEA2SC-512,1,100,876997.8564,40975.13133,0.522242134,0.065039729,100,0
 POM3C, NSGAIISC-4096,1,100,872009.4305,42403.31485,0.593956948,0.050812209,100,0
 POM3C, SPEA2SC-100,1,100,862865.069,29348.3842,0.541478176,0.025904919,100,0
 POM3C, NSGAIISC-1024,1,100,869334.6132,37032.52713,0.591482225,0.054099776,100,0
 POM3C, NSGAIISC-100,1,100,866385.7045,27782.36523,0.570253492,0.057377408,100,0
 POM3C, NSGAIISC-512,1,100,880588.2655,55230.9379,0.578737065,0.039996457,100,0
 POM3C, SPEA2SC-1024,1,100,867553.5955,36976.04585,0.551400562,0.051605263,100,0
 POM3C, NSGAIISC-2048,1,100,884164.181,54565.48868,0.591587547,0.059885799,100,0
 POM3C, SPEA2-normal,1,100,881395.4506,30753.61893,0.535620216,0.026815545,100,0
 POM3C, SPEA2SC-8192,1,100,872987.1748,36628.6604,0.574492197,0.065525625,100,0
 POM3C, SPEA2SC-4096,1,100,876879.2102,54345.21918,0.574308368,0.048893028,100,0
 POM3C, SPEA2SC-2048,1,100,872823.9259,52106.65148,0.534425957,0.050877037,100,0
 POM3C, SPEA2SC-10000,1,100,884688.6298,56565.38945,0.548714283,0.06860025,100,0
 POM3C, NSGAIISC-10000,1,100,886406.4238,68701.7146,0.589667169,0.080095317,100,0
 POM3D, NSGAII-normal,1,100,1257409.078,14111.08263,0.643105109,0.047761223,100,0
 POM3D, NSGAIISC-8192,1,100,1268264.917,20598.44595,0.637880658,0.021763892,100,0
 POM3D, SPEA2SC-512,1,100,1256944.217,6969.80005,0.599822813,0.058316451,100,0
 POM3D, NSGAIISC-4096,1,100,1265516.504,21254.0776,0.674127079,0.047290399,100,0
 POM3D, SPEA2SC-100,1,100,1261023.79,14219.6523,0.575733995,0.037829953,100,0
 POM3D, NSGAIISC-1024,1,100,1254621.644,15518.64073,0.618403947,0.065552091,100,0
 POM3D, NSGAIISC-100,1,100,1253015.255,19055.44793,0.647128338,0.044486025,100,0
 POM3D, NSGAIISC-512,1,100,1257116.536,10144.5958,0.640703379,0.074009272,100,0
 POM3D, SPEA2SC-1024,1,100,1255229.935,14613.72288,0.622424621,0.04876209,100,0
 POM3D, NSGAIISC-2048,1,100,1255681.852,18811.54828,0.642494023,0.060808987,100,0
 POM3D, SPEA2-normal,1,100,1257420.222,15031.23023,0.59308002,0.044565717,100,0
 POM3D, SPEA2SC-8192,1,100,1258221.65,25593.0838,0.614826118,0.051817366,100,0
 POM3D, SPEA2SC-4096,1,100,1265233.14,21689.30553,0.626818295,0.042622418,100,0
 POM3D, SPEA2SC-2048,1,100,1260510.082,23546.3962,0.607396074,0.069046857,100,0
 POM3D, SPEA2SC-10000,1,100,1260342.059,23310.29393,0.61939733,0.042141691,100,0
 POM3D, NSGAIISC-10000,1,100,1268211.78,22130.07175,0.664165119,0.052622917,100,0
 xomo_flight, NSGAII-normal,1,100,137100244,5506934.425,0.608781348,0.048235852,100,0
 xomo_flight, NSGAIISC-8192,1,100,137126862.5,3825777.436,0.594309938,0.046633405,100,0
 xomo_flight, SPEA2SC-512,1,100,136835006,4070958.38,0.59245041,0.043588518,100,0
 xomo_flight, NSGAIISC-4096,1,100,136822226,3337348.315,0.60215206,0.054885985,100,0
 xomo_flight, SPEA2SC-100,1,100,135731871.7,4246551.674,0.589731374,0.046108986,100,0
 xomo_flight, NSGAIISC-1024,1,100,136909338.9,3422886.075,0.591074968,0.043895235,100,0
 xomo_flight, NSGAIISC-100,1,100,136755707.8,4180552.389,0.607986475,0.043225926,100,0
 xomo_flight, NSGAIISC-512,1,100,136676949.9,2889901.648,0.593688215,0.052573668,100,0
 xomo_flight, SPEA2SC-1024,1,100,135827017.5,5408704.248,0.580429394,0.030203301,100,0
 xomo_flight, NSGAIISC-2048,1,100,136163087.7,3088921.873,0.593062141,0.053172894,100,0
 xomo_flight, SPEA2-normal,1,100,136225214.5,1690752.187,0.598849049,0.043765873,100,0
 xomo_flight, SPEA2SC-8192,1,100,135962700.6,2522364.329,0.586622966,0.056412422,100,0
 xomo_flight, SPEA2SC-4096,1,100,136670515.8,2581014.17,0.576365504,0.069978031,100,0
 xomo_flight, SPEA2SC-2048,1,100,135530582,4081724.231,0.593590213,0.03998845,100,0
 xomo_flight, SPEA2SC-10000,1,100,138646859,4251194.423,0.588154285,0.039673111,100,0
 xomo_flight, NSGAIISC-10000,1,100,136318374.8,3745764.352,0.608316748,0.03253086,100,0
 xomo_all, NSGAII-normal,1,100,137637638,2415224.043,0.603490679,0.032379575,100,0
 xomo_all, NSGAIISC-8192,1,100,137958502.9,3333500.669,0.607637583,0.04327188,100,0
 xomo_all, SPEA2SC-512,1,100,137812234.4,3028366.657,0.585537593,0.031658295,100,0
 xomo_all, NSGAIISC-4096,1,100,137040213.7,3004573.896,0.591668151,0.047465625,100,0
 xomo_all, SPEA2SC-100,1,100,138461199.4,4010541.2,0.591837048,0.041169722,100,0
 xomo_all, NSGAIISC-1024,1,100,137961660.2,3136810.152,0.600778373,0.065652888,100,0
 xomo_all, NSGAIISC-100,1,100,137671171,3170568.515,0.589791385,0.051099404,100,0
 xomo_all, NSGAIISC-512,1,100,136585902.5,4744727.544,0.599031612,0.05754141,100,0
 xomo_all, SPEA2SC-1024,1,100,137913017.7,2622868.15,0.585577907,0.040864327,100,0
 xomo_all, NSGAIISC-2048,1,100,136333567.5,2031875.718,0.609760541,0.058375515,100,0
 xomo_all, SPEA2-normal,1,100,138523922.3,2492440.268,0.587177037,0.052340155,100,0
 xomo_all, SPEA2SC-8192,1,100,138107054.9,1603112.99,0.609280912,0.051569448,100,0
 xomo_all, SPEA2SC-4096,1,100,137846438.8,2799691.209,0.595925821,0.028464666,100,0
 xomo_all, SPEA2SC-2048,1,100,138436139.4,2124521.819,0.596377493,0.045837194,100,0
 xomo_all, SPEA2SC-10000,1,100,138767521.5,4029560.671,0.581819264,0.034500122,100,0
 xomo_all, NSGAIISC-10000,1,100,137504431.3,2760260.523,0.605066486,0.045261569,100,0
 xomo_ground, NSGAII-normal,1,100,137658274.3,4050010.647,0.591082344,0.064690793,100,0
 xomo_ground, NSGAIISC-8192,1,100,135855257.4,3084448.372,0.62714055,0.069117799,100,0
 xomo_ground, SPEA2SC-512,1,100,136470389.5,2657189.975,0.58811803,0.062291147,100,0
 xomo_ground, NSGAIISC-4096,1,100,138415221.5,4099991.569,0.595572016,0.065329817,100,0
 xomo_ground, SPEA2SC-100,1,100,137317187.1,3302970.124,0.572173101,0.031135078,100,0
 xomo_ground, NSGAIISC-1024,1,100,136384358.1,3639676.127,0.60161534,0.068547289,100,0
 xomo_ground, NSGAIISC-100,1,100,136431787.8,3697954.57,0.602553286,0.05623624,100,0
 xomo_ground, NSGAIISC-512,1,100,135584691.1,2718111.409,0.580277851,0.074336408,100,0
 xomo_ground, SPEA2SC-1024,1,100,137012360.8,4790254.227,0.587520457,0.033660648,100,0
 xomo_ground, NSGAIISC-2048,1,100,137916841.1,4161534.315,0.593931642,0.050741869,100,0
 xomo_ground, SPEA2-normal,1,100,137239671,4626414.309,0.610863178,0.063595897,100,0
 xomo_ground, SPEA2SC-8192,1,100,136670922.9,4087738.609,0.583926663,0.045987004,100,0
 xomo_ground, SPEA2SC-4096,1,100,137078783.9,2966106.955,0.577561514,0.041584361,100,0
 xomo_ground, SPEA2SC-2048,1,100,135395088.9,3244823.043,0.587618826,0.046970966,100,0
 xomo_ground, SPEA2SC-10000,1,100,136991588.9,3454885.442,0.580185542,0.054810388,100,0
 xomo_ground, NSGAIISC-10000,1,100,135046787.5,3135313.503,0.595699285,0.041177854,100,0
 xomo_osp, NSGAII-normal,1,100,137953187.9,3486227.527,0.609202057,0.046626475,100,0
 xomo_osp, NSGAIISC-8192,1,100,137098151.4,2798591.503,0.630454007,0.03291476,100,0
 xomo_osp, SPEA2SC-512,1,100,137875751.7,4388766.872,0.588536285,0.069041245,100,0
 xomo_osp, NSGAIISC-4096,1,100,137515800.4,3578140.697,0.591374016,0.051959006,100,0
 xomo_osp, SPEA2SC-100,1,100,136539734.4,2119730.398,0.600162228,0.034850334,100,0
 xomo_osp, NSGAIISC-1024,1,100,138483859.3,2604202.625,0.613725078,0.052726764,100,0
 xomo_osp, NSGAIISC-100,1,100,135918440.2,3622618.732,0.621607062,0.052024392,100,0
 xomo_osp, NSGAIISC-512,1,100,136344203.4,2348674.043,0.600553959,0.041747423,100,0
 xomo_osp, SPEA2SC-1024,1,100,136277825.5,2349056.754,0.575273033,0.064801625,100,0
 xomo_osp, NSGAIISC-2048,1,100,136712059,4030200.688,0.592886531,0.045456681,100,0
 xomo_osp, SPEA2-normal,1,100,137796281.9,3362832.165,0.591403041,0.04516538,100,0
 xomo_osp, SPEA2SC-8192,1,100,138660148.7,2425135.657,0.610283513,0.034219281,100,0
 xomo_osp, SPEA2SC-4096,1,100,138262070.6,3625929.055,0.593663467,0.053306361,100,0
 xomo_osp, SPEA2SC-2048,1,100,136328083.2,3893771.32,0.597807838,0.055065451,100,0
 xomo_osp, SPEA2SC-10000,1,100,136893815.1,3475998.217,0.592963291,0.064077697,100,0
 xomo_osp, NSGAIISC-10000,1,100,137705268.7,3235805.573,0.589914637,0.077976224,100,0
 xomoo2, NSGAII-normal,1,100,136754437.2,3282740.542,0.602178302,0.08819938,100,0
 xomoo2, NSGAIISC-8192,1,100,135884478,4207947.365,0.608110396,0.042087187,100,0
 xomoo2, SPEA2SC-512,1,100,136115768.8,2978379.396,0.594971906,0.082760709,100,0
 xomoo2, NSGAIISC-4096,1,100,135984997.5,3344079.512,0.618406927,0.034965821,100,0
 xomoo2, SPEA2SC-100,1,100,136060870.9,2839806.085,0.576002796,0.047096046,100,0
 xomoo2, NSGAIISC-1024,1,100,135225540.7,4371512.989,0.612820898,0.060303206,100,0
 xomoo2, NSGAIISC-100,1,100,136595174.6,3939808.06,0.60052624,0.044868561,100,0
 xomoo2, NSGAIISC-512,1,100,135135354,2653163.349,0.610207091,0.05404681,100,0
 xomoo2, SPEA2SC-1024,1,100,135596508.9,3885725.295,0.581593081,0.05727199,100,0
 xomoo2, NSGAIISC-2048,1,100,134649509.2,3989639.826,0.617075847,0.046285096,100,0
 xomoo2, SPEA2-normal,1,100,135582519.1,2551549.631,0.596555806,0.032090327,100,0
 xomoo2, SPEA2SC-8192,1,100,135898711,5489980.04,0.610994026,0.042245735,100,0
 xomoo2, SPEA2SC-4096,1,100,136130723.5,3165795.973,0.611750603,0.046523956,100,0
 xomoo2, SPEA2SC-2048,1,100,136026170.8,3184744.552,0.583965721,0.022549864,100,0
 xomoo2, SPEA2SC-10000,1,100,135891949.4,2779254.256,0.597495859,0.064380545,100,0
 xomoo2, NSGAIISC-10000,1,100,137232675.5,4463362.788,0.618452402,0.042776675,100,0
 MONRP_50_4_5_0_90, NSGAII-normal,1,100,340465.5538,10799.09545,0.693853671,0.096228416,100,0
 MONRP_50_4_5_0_90, NSGAIISC-8192,1,100,409177.3447,11369.09133,0.749240501,0.065680484,100,0
 MONRP_50_4_5_0_90, SPEA2SC-512,1,100,438177.6796,19871.21348,0.68001604,0.067072105,100,0
 MONRP_50_4_5_0_90, NSGAIISC-4096,1,100,124133.5971,5406.08885,0.714091037,0.06549894,100,0
 MONRP_50_4_5_0_90, SPEA2SC-100,1,100,183821.2059,9388.483875,0.720497327,0.058398886,100,0
 MONRP_50_4_5_0_90, NSGAIISC-1024,1,100,364213.4509,18105.9864,0.745786925,0.082701975,100,0
 MONRP_50_4_5_0_90, NSGAIISC-100,1,100,186329.4891,10996.62565,0.768720422,0.064436183,100,0
 MONRP_50_4_5_0_90, NSGAIISC-512,1,100,441144.108,20602.83533,0.717739038,0.081882616,100,0
 MONRP_50_4_5_0_90, SPEA2SC-1024,1,100,364016.4714,19200.72948,0.675876504,0.053986076,100,0
 MONRP_50_4_5_0_90, NSGAIISC-2048,1,100,257537.0445,12882.1776,0.784411658,0.05878413,100,0
 MONRP_50_4_5_0_90, SPEA2-normal,1,100,342932.2111,8587.155775,0.676408765,0.048679063,100,0
 MONRP_50_4_5_0_90, SPEA2SC-8192,1,100,412696.1211,17411.01148,0.663549036,0.051935896,100,0
 MONRP_50_4_5_0_90, SPEA2SC-4096,1,100,122524.624,5340.036875,0.681289374,0.052464699,100,0
 MONRP_50_4_5_0_90, SPEA2SC-2048,1,100,257475.937,12049.22398,0.700407337,0.049253196,100,0
 MONRP_50_4_5_0_90, SPEA2SC-10000,1,100,365421.6469,24888.45778,0.687135015,0.055988411,100,0
 MONRP_50_4_5_0_90, NSGAIISC-10000,1,100,365030.9187,19207.52503,0.766212382,0.0937662,100,0
 MONRP_50_4_5_0_110, NSGAII-normal,1,100,443680.5628,8602.0361,0.688197774,0.053143676,100,0
 MONRP_50_4_5_0_110, NSGAIISC-8192,1,100,457002.0473,20399.69443,0.715597038,0.078073275,100,0
 MONRP_50_4_5_0_110, SPEA2SC-512,1,100,384815.0893,20113.68595,0.671164762,0.064499812,100,0
 MONRP_50_4_5_0_110, NSGAIISC-4096,1,100,127141.3933,5594.23735,0.733480298,0.062258584,100,0
 MONRP_50_4_5_0_110, SPEA2SC-100,1,100,322082.3415,10139.01775,0.679313414,0.038779284,100,0
 MONRP_50_4_5_0_110, NSGAIISC-1024,1,100,392053.5926,6298.37285,0.683134751,0.066447356,100,0
 MONRP_50_4_5_0_110, NSGAIISC-100,1,100,323863.4222,12339.86558,0.712184919,0.070410785,100,0
 MONRP_50_4_5_0_110, NSGAIISC-512,1,100,379922.336,18782.9223,0.713931998,0.068874769,100,0
 MONRP_50_4_5_0_110, SPEA2SC-1024,1,100,380853.641,14145.47498,0.669280177,0.059442736,100,0
 MONRP_50_4_5_0_110, NSGAIISC-2048,1,100,357582.0802,17335.5673,0.706901814,0.050380073,100,0
 MONRP_50_4_5_0_110, SPEA2-normal,1,100,440543.6637,3230.47915,0.654593101,0.025685165,100,0
 MONRP_50_4_5_0_110, SPEA2SC-8192,1,100,450479.8939,15029.6065,0.680453921,0.064154905,100,0
 MONRP_50_4_5_0_110, SPEA2SC-4096,1,100,127616.4855,4957.243825,0.68098211,0.060624133,100,0
 MONRP_50_4_5_0_110, SPEA2SC-2048,1,100,357031.3337,20633.5875,0.660772364,0.083626978,100,0
 MONRP_50_4_5_0_110, SPEA2SC-10000,1,100,181025.2552,7255.6556,0.688985571,0.051479269,100,0
 MONRP_50_4_5_0_110, NSGAIISC-10000,1,100,184830.4791,8952.54745,0.724805342,0.075849924,100,0
 MONRP_50_4_5_4_90, NSGAII-normal,1,100,137051.0468,3962.293975,0.735834799,0.04017824,100,0
 MONRP_50_4_5_4_90, NSGAIISC-8192,1,100,212025.4069,13785.64745,0.757000588,0.025971185,100,0
 MONRP_50_4_5_4_90, SPEA2SC-512,1,100,444170.7972,15533.01213,0.698859922,0.082983292,100,0
 MONRP_50_4_5_4_90, NSGAIISC-4096,1,100,389684.2296,17910.94173,0.733499222,0.05822559,100,0
 MONRP_50_4_5_4_90, SPEA2SC-100,1,100,347647.2828,19956.6704,0.709324744,0.063009322,100,0
 MONRP_50_4_5_4_90, NSGAIISC-1024,1,100,100831.0385,5344.650225,0.76699131,0.073676772,100,0
 MONRP_50_4_5_4_90, NSGAIISC-100,1,100,356483.6791,19260.78,0.730356871,0.080505817,100,0
 MONRP_50_4_5_4_90, NSGAIISC-512,1,100,443510.324,25738.14623,0.726334249,0.071939766,100,0
 MONRP_50_4_5_4_90, SPEA2SC-1024,1,100,100208.1944,3786.424975,0.702791242,0.06813511,100,0
 MONRP_50_4_5_4_90, NSGAIISC-2048,1,100,215553.0546,4778.306525,0.74748183,0.087108812,100,0
 MONRP_50_4_5_4_90, SPEA2-normal,1,100,136414.3387,2888.4751,0.725511141,0.036266039,100,0
 MONRP_50_4_5_4_90, SPEA2SC-8192,1,100,209910.1164,9272.847275,0.674774042,0.045561321,100,0
 MONRP_50_4_5_4_90, SPEA2SC-4096,1,100,379330.7797,19013.0097,0.671051372,0.046747355,100,0
 MONRP_50_4_5_4_90, SPEA2SC-2048,1,100,219327.8288,11920.06098,0.69805947,0.036254468,100,0
 MONRP_50_4_5_4_90, SPEA2SC-10000,1,100,233845.671,11922.68825,0.71971851,0.049402424,100,0
 MONRP_50_4_5_4_90, NSGAIISC-10000,1,100,232094.2345,11555.20788,0.797869995,0.074407622,100,0
 MONRP_50_4_5_4_110, NSGAII-normal,1,100,216266.6506,1421.08235,0.721660864,0.060520673,100,0
 MONRP_50_4_5_4_110, NSGAIISC-8192,1,100,227779.2093,5944.841925,0.711333481,0.082759317,100,0
 MONRP_50_4_5_4_110, SPEA2SC-512,1,100,133720.4923,5939.842175,0.713572367,0.063304022,100,0
 MONRP_50_4_5_4_110, NSGAIISC-4096,1,100,185760.3302,8727.96875,0.731072648,0.056770325,100,0
 MONRP_50_4_5_4_110, SPEA2SC-100,1,100,244216.1848,9756.848275,0.689688465,0.031437414,100,0
 MONRP_50_4_5_4_110, NSGAIISC-1024,1,100,474988.1849,19786.8738,0.680863136,0.057275246,100,0
 MONRP_50_4_5_4_110, NSGAIISC-100,1,100,242124.8876,7124.928725,0.727409125,0.068042301,100,0
 MONRP_50_4_5_4_110, NSGAIISC-512,1,100,133245.5681,7614.330025,0.786575749,0.071632547,100,0
 MONRP_50_4_5_4_110, SPEA2SC-1024,1,100,472875.577,25098.24005,0.673333578,0.049357991,100,0
 MONRP_50_4_5_4_110, NSGAIISC-2048,1,100,122541.3679,5258.004275,0.721504518,0.035592631,100,0
 MONRP_50_4_5_4_110, SPEA2-normal,1,100,216084.787,2129.711925,0.703997949,0.061432732,100,0
 MONRP_50_4_5_4_110, SPEA2SC-8192,1,100,228499.0456,8792.374125,0.694020499,0.052385656,100,0
 MONRP_50_4_5_4_110, SPEA2SC-4096,1,100,186403.869,7369.0246,0.697521909,0.064645267,100,0
 MONRP_50_4_5_4_110, SPEA2SC-2048,1,100,123953.3245,4531.989825,0.728655375,0.061214339,100,0
 MONRP_50_4_5_4_110, SPEA2SC-10000,1,100,490615.5734,16370.09223,0.691533653,0.083786507,100,0
 MONRP_50_4_5_4_110, NSGAIISC-10000,1,100,493165.2883,12758.00063,0.733159669,0.072794062,100,0
 POM3A, NSGAII-normal,2,100,1265662.401,12506.4069,0.547871213,0.045549007,100,0
 POM3A, NSGAIISC-8192,2,100,1276590.446,23216.91155,0.589272817,0.050974891,100,0
 POM3A, SPEA2SC-512,2,100,1272923.669,16381.25263,0.513582695,0.059674512,100,0
 POM3A, NSGAIISC-4096,2,100,1277258.419,10685.89803,0.570307931,0.041079189,100,0
 POM3A, SPEA2SC-100,2,100,1269509.161,18892.17468,0.502015356,0.053030995,100,0
 POM3A, NSGAIISC-1024,2,100,1271621.974,17385.63488,0.549941756,0.03280587,100,0
 POM3A, NSGAIISC-100,2,100,1269273.119,16686.47663,0.562883475,0.035500911,100,0
 POM3A, NSGAIISC-512,2,100,1271547.539,26746.39138,0.552482552,0.043132631,100,0
 POM3A, SPEA2SC-1024,2,100,1274834.066,20055.72935,0.51219042,0.046176231,100,0
 POM3A, NSGAIISC-2048,2,100,1276480.971,10178.12933,0.559793183,0.0644018,100,0
 POM3A, SPEA2-normal,2,100,1275623.495,12162.42815,0.500114509,0.044696252,100,0
 POM3A, SPEA2SC-8192,2,100,1275519.274,16318.61535,0.525268111,0.034644263,100,0
 POM3A, SPEA2SC-4096,2,100,1275314.28,22208.28928,0.51481654,0.086923576,100,0
 POM3A, SPEA2SC-2048,2,100,1276377.502,20387.0994,0.532740521,0.05327064,100,0
 POM3A, SPEA2SC-10000,2,100,1278456.43,19123.19528,0.537699374,0.0309613,100,0
 POM3A, NSGAIISC-10000,2,100,1277563.33,17534.64093,0.558389518,0.043295313,100,0
 POM3B, NSGAII-normal,2,100,1266403.797,17611.40943,0.540920116,0.048594121,100,0
 POM3B, NSGAIISC-8192,2,100,1267972.742,25813.1171,0.564343168,0.076005439,100,0
 POM3B, SPEA2SC-512,2,100,1273641.674,17643.33133,0.514826173,0.049326264,100,0
 POM3B, NSGAIISC-4096,2,100,1269525.794,18673.79658,0.551579061,0.053900069,100,0
 POM3B, SPEA2SC-100,2,100,1271871.51,18882.12515,0.536748686,0.062023036,100,0
 POM3B, NSGAIISC-1024,2,100,1277358.943,15350.00415,0.552075867,0.04117832,100,0
 POM3B, NSGAIISC-100,2,100,1264655.45,18643.45053,0.570049633,0.058651983,100,0
 POM3B, NSGAIISC-512,2,100,1264839.252,27005.11708,0.541306298,0.04903585,100,0
 POM3B, SPEA2SC-1024,2,100,1278494.38,15103.5785,0.51305333,0.054364141,100,0
 POM3B, NSGAIISC-2048,2,100,1271809.083,25261.20918,0.523638615,0.047591811,100,0
 POM3B, SPEA2-normal,2,100,1259361.463,15831.59923,0.490237721,0.047212993,100,0
 POM3B, SPEA2SC-8192,2,100,1276649.385,16824.39933,0.511712197,0.030295661,100,0
 POM3B, SPEA2SC-4096,2,100,1278240.295,12923.94215,0.52735316,0.028947869,100,0
 POM3B, SPEA2SC-2048,2,100,1279065.279,14820.32985,0.511322502,0.072010137,100,0
 POM3B, SPEA2SC-10000,2,100,1273450.681,28828.41443,0.515017325,0.038766632,100,0
 POM3B, NSGAIISC-10000,2,100,1276039.911,19694.07058,0.569012671,0.098922058,100,0
 POM3C, NSGAII-normal,2,100,910336.7354,28278.17043,0.568573275,0.097033371,100,0
 POM3C, NSGAIISC-8192,2,100,897334.0895,25054.6875,0.609850842,0.044346267,100,0
 POM3C, SPEA2SC-512,2,100,912811.4452,37224.30083,0.583140126,0.046227234,100,0
 POM3C, NSGAIISC-4096,2,100,909328.9647,38076.04553,0.599319164,0.09608254,100,0
 POM3C, SPEA2SC-100,2,100,898219.117,36400.98823,0.575054753,0.067640581,100,0
 POM3C, NSGAIISC-1024,2,100,901778.0067,41762.21245,0.583695501,0.071089507,100,0
 POM3C, NSGAIISC-100,2,100,901460.9556,24610.65875,0.593909495,0.055106425,100,0
 POM3C, NSGAIISC-512,2,100,910810.2384,35779.118,0.574626634,0.055641427,100,0
 POM3C, SPEA2SC-1024,2,100,898635.7829,36005.57955,0.562498548,0.041904001,100,0
 POM3C, NSGAIISC-2048,2,100,911501.4678,33651.88595,0.580717717,0.061155309,100,0
 POM3C, SPEA2-normal,2,100,908257.3855,39910.44845,0.573448642,0.055875039,100,0
 POM3C, SPEA2SC-8192,2,100,900780.1277,26871.60665,0.593347115,0.071412288,100,0
 POM3C, SPEA2SC-4096,2,100,905972.4101,58965.32713,0.592647778,0.043385463,100,0
 POM3C, SPEA2SC-2048,2,100,918141.3436,39310.19572,0.556384657,0.076737606,100,0
 POM3C, SPEA2SC-10000,2,100,927877.547,55394.57513,0.603141439,0.040942227,100,0
 POM3C, NSGAIISC-10000,2,100,904171.0829,50280.9328,0.594011252,0.07181808,100,0
 POM3D, NSGAII-normal,2,100,1266530.521,10899.97223,0.681684851,0.041615915,100,0
 POM3D, NSGAIISC-8192,2,100,1276544.712,19735.83248,0.694321382,0.052917721,100,0
 POM3D, SPEA2SC-512,2,100,1264489.75,8605.2581,0.637213285,0.070185273,100,0
 POM3D, NSGAIISC-4096,2,100,1266071.751,20799.3297,0.69888272,0.051164049,100,0
 POM3D, SPEA2SC-100,2,100,1272717.024,15615.13553,0.611703778,0.070518235,100,0
 POM3D, NSGAIISC-1024,2,100,1266657.715,10608.69553,0.667484557,0.068030503,100,0
 POM3D, NSGAIISC-100,2,100,1271243.811,16740.751,0.662178886,0.054509389,100,0
 POM3D, NSGAIISC-512,2,100,1266009.966,17963.08008,0.683488009,0.058919192,100,0
 POM3D, SPEA2SC-1024,2,100,1269986.572,28419.0337,0.632483105,0.058942283,100,0
 POM3D, NSGAIISC-2048,2,100,1266495.289,23291.63988,0.686974573,0.087200289,100,0
 POM3D, SPEA2-normal,2,100,1267973.356,11819.06573,0.616615105,0.077597225,100,0
 POM3D, SPEA2SC-8192,2,100,1273937.72,24324.09185,0.650490656,0.075021777,100,0
 POM3D, SPEA2SC-4096,2,100,1275206.287,18492.92603,0.63146969,0.072349807,100,0
 POM3D, SPEA2SC-2048,2,100,1274745.586,16201.68773,0.631392847,0.036766485,100,0
 POM3D, SPEA2SC-10000,2,100,1273059.225,19505.98348,0.652674193,0.058885354,100,0
