$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
3,3,0,2,0,-1,-1,1,1,0,1,3,2,0,-1,-1,2,2,-1,1,0,2,1,2,0,0,1,-1,0,0,-1,0,-1,0,1,3,3,3,1,-1,2,1,2,3,2,1,-1,3,3,1,95034.0,578,99448.0
3,2,0,3,-1,-1,1,0,2,2,3,1,2,1,0,3,3,2,2,3,1,3,0,-1,0,0,0,3,3,3,0,1,-1,2,1,2,-1,1,2,0,1,1,0,1,2,-1,1,3,0,2,94955.0,646,99398.0
3,2,3,0,1,-1,0,-1,-1,2,3,3,3,2,0,1,-1,0,2,1,-1,1,-1,0,0,3,3,1,0,2,1,3,2,2,0,0,3,3,-1,-1,3,0,-1,1,2,2,1,-1,0,1,95420.0,598,99456.0
0,0,1,3,-1,0,-1,2,3,0,3,1,1,0,2,1,2,-1,2,-1,1,1,-1,3,-1,-1,1,-1,1,2,2,3,0,0,3,-1,3,0,0,2,1,-1,1,2,-1,2,1,-1,2,3,95720.0,561,99494.0
3,-1,0,2,2,0,2,1,0,3,-1,1,2,0,-1,2,1,3,2,3,1,0,3,2,1,3,0,2,-1,0,1,1,-1,3,1,-1,1,0,2,0,3,0,2,1,0,-1,-1,-1,1,3,95210.0,592,99443.0
2,3,0,0,3,3,2,1,-1,2,1,2,-1,3,3,2,3,1,-1,1,1,0,2,-1,0,0,2,3,-1,0,1,0,2,3,0,-1,2,2,1,-1,-1,-1,1,0,0,3,-1,-1,1,0,95561.0,578,99478.0
-1,2,2,1,0,3,1,2,2,-1,-1,3,-1,1,0,1,3,3,-1,1,0,1,0,-1,3,-1,0,1,0,0,0,3,2,2,-1,-1,2,1,2,3,0,2,0,3,3,2,1,-1,0,2,95382.0,603,99458.0
2,2,0,3,3,0,2,2,1,1,0,-1,3,-1,0,3,1,0,0,3,1,2,3,1,1,3,1,-1,-1,0,2,0,3,-1,-1,2,1,0,1,0,1,-1,2,3,-1,2,3,0,-1,2,95478.0,590,99458.0
1,-1,-1,-1,2,3,0,1,0,2,-1,2,0,0,3,2,-1,1,3,0,2,-1,1,1,3,-1,3,1,2,3,2,0,0,-1,2,-1,0,3,0,3,1,0,-1,-1,-1,1,-1,-1,2,3,95698.0,523,99509.0
-1,2,0,0,0,-1,-1,-1,2,2,3,-1,-1,3,1,3,-1,0,1,0,2,1,2,1,0,3,2,0,-1,0,1,2,-1,3,1,3,-1,1,2,1,1,-1,2,0,2,3,3,2,0,-1,95456.0,559,99470.0
-1,2,3,3,0,-1,3,0,3,0,2,1,3,3,2,1,-1,-1,0,1,1,3,0,1,3,0,-1,0,-1,2,1,3,0,1,2,2,3,-1,2,0,3,1,1,0,1,-1,2,0,-1,2,95237.0,591,99435.0
1,2,-1,1,3,1,1,3,0,2,1,2,1,3,1,-1,-1,0,0,2,0,-1,0,0,2,3,2,3,0,1,-1,3,1,1,0,2,2,0,0,2,2,-1,-1,3,1,-1,3,-1,0,3,95116.0,591,99437.0
2,3,0,0,3,3,0,0,0,2,2,2,1,3,2,-1,-1,0,1,0,1,1,3,-1,1,1,0,-1,2,2,2,3,-1,3,-1,0,0,1,0,2,3,2,3,0,1,3,-1,2,1,-1,95051.0,625,99424.0
-1,2,0,2,3,1,1,-1,3,0,3,-1,1,1,3,1,-1,-1,3,2,-1,1,0,-1,0,0,3,2,2,2,-1,3,2,-1,2,-1,-1,-1,3,2,1,1,-1,0,-1,2,2,-1,3,0,96050.0,516,99507.0
0,2,1,-1,-1,2,1,-1,-1,2,3,2,3,2,-1,0,2,1,1,0,-1,2,1,1,-1,1,-1,1,3,-1,-1,0,1,0,0,3,1,3,0,0,3,-1,2,1,2,0,0,0,-1,3,95391.0,556,99487.0
-1,-1,-1,0,2,0,0,3,-1,2,-1,2,2,-1,0,1,1,3,3,2,3,-1,0,2,0,1,1,-1,2,2,2,2,-1,1,1,1,3,0,0,3,0,0,-1,3,1,1,0,3,2,-1,95342.0,567,99464.0
-1,0,0,3,0,1,3,2,3,-1,0,1,2,0,1,0,-1,2,2,-1,-1,3,1,1,3,2,3,3,2,-1,1,0,1,2,-1,2,1,3,-1,1,3,1,2,3,3,0,0,1,2,-1,95486.0,613,99447.0
3,3,0,-1,2,2,-1,1,0,3,1,0,0,2,-1,3,1,1,1,-1,3,2,-1,3,2,0,2,2,0,3,-1,-1,2,3,1,3,2,1,0,0,2,0,1,-1,3,0,-1,2,0,1,95209.0,598,99445.0
3,0,1,0,3,3,0,3,0,-1,3,0,1,-1,0,1,0,-1,1,2,3,-1,2,3,-1,2,-1,2,-1,2,0,0,1,2,1,0,-1,3,2,1,3,2,2,1,-1,0,-1,3,1,2,95364.0,597,99456.0
3,2,-1,1,3,2,1,1,-1,0,3,0,2,-1,-1,2,0,-1,0,2,-1,3,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,1,0,1,-1,0,1,3,-1,3,-1,1,1,2,1,2,2,96244.0,483,99566.0
1,-1,1,2,1,3,-1,0,2,-1,0,0,0,-1,2,3,0,3,2,2,1,-1,-1,3,0,1,3,0,-1,2,1,2,2,3,2,-1,-1,2,-1,-1,2,0,0,3,0,0,1,1,-1,1,95456.0,556,99477.0
1,0,-1,2,-1,0,0,-1,0,3,3,-1,2,-1,-1,1,3,0,-1,2,-1,1,-1,1,-1,2,2,2,0,3,0,3,3,-1,3,1,3,0,0,2,1,0,1,2,-1,3,2,-1,2,1,95755.0,543,99490.0
0,1,2,-1,-1,3,1,-1,1,1,3,1,-1,0,3,3,-1,2,-1,3,3,2,2,3,0,0,2,2,1,1,-1,1,3,2,1,0,1,0,2,0,3,1,0,-1,1,3,0,2,0,2,95119.0,617,99433.0
1,-1,-1,3,0,0,0,-1,-1,2,2,3,0,1,-1,0,3,1,1,2,2,3,2,3,-1,2,2,1,3,-1,-1,-1,0,1,2,2,0,-1,2,2,1,0,-1,0,-1,1,1,1,-1,0,95519.0,527,99493.0
-1,-1,-1,0,0,1,0,1,3,2,2,3,2,3,1,2,2,2,3,1,1,0,2,-1,1,3,0,0,0,1,-1,1,0,0,0,3,0,1,2,2,-1,2,3,2,1,3,3,3,0,-1,94868.0,628,99398.0
2,-1,-1,2,0,-1,2,1,0,1,1,-1,0,0,1,-1,0,3,3,1,1,1,3,0,-1,2,0,-1,3,2,3,1,2,1,2,0,-1,3,3,-1,2,1,2,-1,2,2,1,1,3,-1,95303.0,577,99450.0
1,-1,3,0,-1,3,1,-1,2,3,0,2,2,1,2,2,2,-1,-1,-1,3,0,2,0,1,1,1,1,0,3,0,-1,-1,0,2,-1,2,3,2,0,1,1,0,0,0,1,3,1,-1,2,95119.0,582,99447.0
-1,2,0,-1,3,3,2,1,2,-1,3,-1,0,0,0,-1,2,-1,3,1,1,0,2,1,2,2,0,1,-1,2,0,-1,3,3,1,0,1,1,3,0,-1,2,0,-1,-1,0,2,1,3,1,95472.0,580,99480.0
2,3,1,-1,3,0,1,3,2,-1,2,3,3,0,-1,1,0,-1,0,0,3,1,1,-1,2,-1,0,-1,0,0,1,1,1,2,2,1,2,-1,0,-1,-1,2,1,-1,1,-1,2,0,2,3,95630.0,553,99497.0
2,2,-1,1,1,2,-1,0,-1,2,2,-1,2,-1,1,3,1,1,-1,3,1,1,3,2,1,0,2,0,3,2,-1,0,-1,3,3,-1,-1,0,0,0,1,-1,0,-1,0,2,3,2,1,-1,95648.0,535,99492.0
-1,2,1,0,-1,2,2,2,0,-1,-1,1,-1,1,0,-1,1,2,2,1,3,3,3,-1,0,1,2,0,-1,3,2,0,3,0,0,-1,2,0,-1,0,3,2,1,1,2,1,3,1,-1,0,95358.0,589,99466.0
3,2,1,1,3,-1,1,-1,2,-1,1,2,1,-1,-1,0,0,0,1,1,2,-1,2,0,3,3,2,0,0,0,3,0,-1,2,1,3,2,1,0,3,0,-1,2,2,-1,-1,3,3,2,1,95316.0,573,99455.0
1,0,2,1,1,2,2,1,3,3,2,-1,0,2,2,3,3,-1,0,0,2,0,3,-1,1,0,0,1,3,2,1,-1,2,3,2,3,1,0,2,3,3,-1,-1,1,-1,3,-1,1,0,0,95393.0,622,99423.0
2,3,0,0,3,-1,-1,-1,1,2,3,1,2,-1,1,2,-1,1,2,2,3,0,0,-1,2,1,0,1,1,-1,1,-1,-1,-1,-1,3,1,0,-1,-1,2,3,-1,0,0,0,3,2,-1,-1,95749.0,509,99519.0
3,3,0,-1,3,1,2,1,0,3,-1,2,-1,3,1,2,3,-1,-1,0,1,0,0,0,0,1,2,1,1,1,0,-1,-1,0,1,1,2,3,-1,0,2,3,0,2,2,2,-1,-1,1,2,95265.0,592,99454.0
2,1,-1,2,2,0,3,-1,2,-1,0,-1,1,3,1,2,-1,-1,1,3,0,-1,-1,2,3,3,0,1,2,3,1,1,0,1,0,2,3,0,1,-1,0,1,1,-1,3,-1,-1,0,2,0,95626.0,556,99483.0
2,2,0,1,1,3,0,0,-1,2,-1,-1,-1,3,1,2,0,0,3,1,3,2,2,-1,-1,-1,2,1,0,3,-1,2,-1,1,0,1,3,3,0,0,1,0,2,0,2,1,1,2,0,-1,95099.0,592,99455.0
-1,3,0,-1,3,1,1,1,2,1,2,1,2,2,0,-1,0,2,0,2,-1,0,1,2,1,2,0,1,0,-1,0,1,0,1,-1,0,3,-1,-1,-1,-1,-1,0,2,1,3,-1,2,2,-1,95497.0,555,99494.0
-1,-1,1,-1,1,3,1,3,1,3,1,-1,3,1,1,3,1,0,0,3,2,3,-1,0,0,0,-1,2,-1,1,0,0,-1,-1,2,0,2,3,-1,2,2,2,-1,1,-1,0,0,-1,-1,-1,95694.0,512,99514.0
0,0,1,1,-1,3,3,2,2,0,1,3,0,0,0,2,-1,-1,-1,2,-1,2,1,-1,3,1,2,-1,2,3,1,0,3,2,1,-1,1,0,3,1,2,2,2,1,-1,1,-1,2,0,3,95328.0,589,99457.0
2,1,0,0,-1,3,3,1,2,1,-1,-1,3,0,-1,1,2,3,0,0,-1,-1,-1,-1,2,0,2,2,0,1,-1,0,1,-1,0,1,1,3,1,-1,1,2,3,-1,-1,1,0,3,2,-1,95500.0,523,99507.0
0,3,2,2,1,0,-1,-1,2,1,1,1,0,-1,3,0,0,3,1,2,2,-1,0,3,3,1,1,2,3,3,3,0,1,2,0,1,-1,3,1,-1,3,2,2,-1,0,0,2,2,2,3,94997.0,636,99407.0
-1,-1,0,1,3,3,1,1,-1,0,2,2,0,3,2,1,2,2,3,-1,-1,1,3,2,2,0,2,-1,-1,0,1,0,-1,0,3,1,3,1,-1,1,2,0,-1,3,0,0,1,-1,3,2,95521.0,574,99484.0
2,0,3,3,2,-1,0,3,2,3,1,-1,3,2,1,0,3,0,2,3,1,2,3,0,-1,0,2,-1,-1,1,0,-1,0,-1,1,-1,0,2,2,3,1,-1,-1,-1,2,1,1,3,0,3,95590.0,575,99470.0
-1,2,-1,0,2,2,-1,3,2,0,2,2,2,0,0,2,3,-1,0,3,1,1,1,3,-1,1,-1,1,-1,1,0,0,3,2,0,1,3,3,0,1,-1,2,2,-1,3,1,0,1,-1,3,95277.0,589,99454.0
0,-1,0,3,3,2,1,0,-1,2,-1,3,-1,0,3,-1,3,1,-1,-1,-1,3,2,0,2,1,1,1,1,1,-1,2,3,0,0,0,3,1,0,3,1,3,2,2,0,1,1,2,2,3,95358.0,598,99448.0
2,-1,1,3,2,3,2,0,-1,0,1,3,0,-1,3,0,-1,-1,2,0,2,3,2,1,1,1,1,3,0,0,2,-1,-1,1,2,3,0,2,1,0,1,-1,1,2,3,0,0,3,3,1,95145.0,606,99442.0
0,1,3,1,-1,0,-1,-1,-1,-1,0,0,0,2,3,-1,1,2,-1,1,-1,2,3,-1,2,3,2,0,1,1,-1,3,3,3,0,3,-1,-1,3,2,0,0,2,1,-1,3,1,0,1,2,95716.0,551,99490.0
3,-1,3,-1,0,-1,0,0,3,1,-1,0,1,-1,1,1,-1,0,1,-1,3,-1,-1,2,3,2,2,1,2,0,1,0,0,-1,0,3,2,0,0,2,3,-1,2,2,1,1,-1,1,2,-1,95392.0,536,99475.0
0,3,2,-1,-1,1,-1,2,3,-1,3,1,3,2,3,-1,0,2,3,-1,3,0,2,-1,2,1,0,0,1,2,3,0,1,-1,2,0,1,3,0,2,3,1,2,0,1,2,-1,0,1,-1,95390.0,610,99439.0
2,1,1,0,2,-1,0,0,0,-1,2,2,0,1,3,3,3,0,-1,1,3,0,2,1,0,-1,0,2,1,3,3,0,3,2,2,-1,1,-1,1,1,3,-1,1,0,3,2,-1,0,2,-1,95024.0,607,99425.0
0,0,2,-1,3,3,2,-1,1,3,0,0,3,-1,0,3,1,-1,1,3,2,2,3,1,3,2,3,-1,0,-1,1,1,2,3,2,1,-1,1,1,2,2,2,1,2,0,0,1,0,0,0,95155.0,637,99414.0
2,1,1,1,0,0,-1,2,2,3,3,-1,2,-1,0,2,-1,2,1,3,2,-1,0,3,1,3,3,1,-1,2,3,3,3,1,-1,0,1,2,0,3,1,3,-1,-1,2,0,1,0,0,0,95492.0,606,99446.0
1,3,-1,2,-1,0,0,2,1,-1,2,2,-1,2,1,1,-1,1,0,0,-1,1,1,2,0,3,-1,0,2,2,0,3,3,-1,3,2,1,3,1,-1,2,-1,0,1,1,0,-1,2,-1,0,95634.0,556,99493.0
2,3,3,0,-1,-1,1,2,1,0,1,1,2,1,0,0,-1,1,2,3,0,3,0,-1,1,3,2,3,-1,2,0,3,1,2,2,2,2,3,-1,0,1,0,2,-1,-1,3,2,0,-1,0,95276.0,601,99442.0
2,0,-1,2,1,3,2,3,3,2,-1,3,2,-1,1,2,1,1,0,0,1,2,1,0,0,-1,2,2,1,3,-1,3,0,0,3,-1,0,2,1,-1,-1,-1,0,-1,1,2,1,-1,1,-1,95493.0,556,99480.0
0,3,3,1,0,2,-1,0,1,3,2,2,-1,2,-1,-1,-1,0,0,3,1,2,0,1,2,3,2,-1,3,2,2,-1,3,3,1,0,1,-1,1,-1,-1,1,3,2,0,1,1,1,0,0,95434.0,575,99461.0
1,1,-1,1,-1,1,2,0,-1,0,3,0,-1,0,-1,2,0,3,0,1,1,1,0,3,0,3,2,3,1,-1,3,0,3,-1,-1,2,2,2,-1,-1,0,2,-1,1,-1,3,2,3,-1,2,95982.0,541,99533.0
3,-1,0,-1,1,3,0,-1,2,2,3,-1,3,2,3,1,2,2,0,-1,-1,-1,1,0,2,-1,2,3,2,1,2,0,1,-1,2,3,2,1,1,0,-1,3,-1,1,3,0,0,0,1,0,95616.0,572,99464.0
-1,1,3,1,3,3,3,1,2,-1,-1,2,1,2,2,3,3,0,0,0,-1,1,1,1,0,1,-1,0,0,2,-1,1,-1,2,-1,0,3,-1,2,0,0,3,-1,0,-1,2,1,2,2,1,95411.0,570,99475.0
1,0,3,2,1,-1,2,-1,3,-1,-1,2,0,0,1,3,0,-1,2,-1,0,1,-1,2,-1,2,-1,3,2,-1,0,3,-1,1,0,-1,0,3,1,1,1,2,0,1,-1,3,-1,-1,2,2,95740.0,524,99509.0
-1,3,0,-1,2,-1,1,3,-1,0,3,2,2,3,1,1,-1,1,-1,1,-1,3,1,2,0,-1,1,0,0,3,0,3,2,-1,0,1,0,3,0,0,1,-1,1,-1,1,3,-1,0,2,2,95477.0,559,99497.0
2,1,-1,2,2,-1,1,2,0,0,0,1,3,-1,3,3,0,1,1,-1,3,-1,3,3,0,-1,-1,3,1,1,2,-1,-1,0,2,0,3,1,-1,2,0,0,0,-1,1,1,3,2,1,-1,95407.0,558,99473.0
0,2,2,-1,-1,-1,-1,1,0,2,1,3,1,2,0,3,3,0,0,-1,1,3,3,1,3,-1,0,-1,-1,0,3,0,1,3,0,2,0,-1,3,0,0,3,2,2,2,1,2,1,1,-1,95161.0,591,99448.0
1,-1,3,3,2,1,-1,1,0,0,1,3,1,-1,3,-1,2,-1,0,2,1,0,0,1,0,2,2,2,-1,2,3,3,-1,-1,2,1,2,0,-1,0,2,0,0,3,3,1,-1,2,1,3,95407.0,594,99457.0
2,-1,2,2,3,3,-1,2,1,1,0,2,1,0,0,0,3,2,0,1,0,3,1,0,-1,0,0,1,3,1,3,1,3,-1,1,-1,3,-1,2,1,2,3,2,3,0,1,3,2,0,2,94831.0,642,99388.0
3,0,3,2,0,3,2,0,1,2,0,3,0,2,1,2,1,1,3,0,1,2,-1,3,0,2,1,-1,3,3,1,0,1,1,2,2,-1,-1,-1,0,3,2,-1,0,1,-1,3,-1,2,-1,95202.0,604,99436.0
-1,1,-1,0,2,1,0,1,1,-1,1,2,2,3,2,2,3,1,3,1,1,3,0,0,3,0,-1,1,-1,-1,3,-1,2,1,-1,0,-1,0,2,1,-1,-1,2,3,2,0,0,-1,0,3,95622.0,562,99495.0
0,2,2,-1,2,1,2,1,2,-1,0,-1,1,2,2,3,-1,2,0,1,0,3,1,0,2,1,0,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,2,2,-1,0,0,3,-1,3,1,-1,1,95617.0,506,99516.0
1,1,1,1,0,0,1,1,2,0,3,3,1,2,-1,0,1,-1,-1,2,3,-1,2,-1,1,-1,-1,-1,2,3,0,0,0,-1,0,2,3,2,2,0,0,3,3,0,1,-1,1,2,2,-1,95268.0,567,99467.0
2,1,1,-1,1,0,1,1,0,0,3,2,3,0,1,-1,-1,3,0,0,2,3,-1,1,3,2,3,1,-1,0,-1,1,2,3,2,-1,0,3,2,2,3,0,3,0,0,-1,1,-1,1,-1,95241.0,588,99451.0
0,-1,0,2,3,-1,2,2,1,2,2,0,-1,-1,-1,0,3,3,3,1,-1,3,-1,1,-1,-1,-1,0,0,1,-1,0,-1,-1,0,2,3,1,3,0,1,2,2,1,0,1,-1,2,2,1,95745.0,526,99517.0
2,0,2,-1,1,-1,1,3,0,0,3,0,-1,1,3,3,1,1,-1,2,1,2,-1,-1,3,3,3,-1,0,1,2,2,0,-1,2,0,3,0,1,-1,2,1,2,0,3,3,2,-1,0,-1,95357.0,579,99456.0
-1,3,1,1,1,1,-1,1,3,2,3,1,0,1,0,-1,1,3,0,0,2,2,2,3,3,-1,-1,0,2,2,3,3,3,2,2,-1,0,0,0,1,3,1,3,2,3,0,-1,0,0,-1,95174.0,635,99415.0
3,-1,2,0,-1,2,0,1,0,2,0,1,3,3,-1,3,-1,0,1,3,3,-1,3,-1,3,0,1,0,1,1,2,0,2,1,0,-1,2,-1,1,1,2,-1,-1,3,0,1,2,2,0,0,95189.0,577,99442.0
-1,3,2,2,3,-1,1,-1,3,2,1,0,-1,3,3,1,0,2,3,2,0,3,-1,-1,2,0,0,0,1,2,-1,3,1,-1,-1,1,1,0,3,0,0,-1,-1,-1,1,-1,2,1,0,2,95757.0,551,99507.0
-1,1,0,2,1,-1,2,2,1,2,-1,0,0,2,1,0,1,3,3,2,2,3,1,3,-1,3,3,-1,2,2,-1,1,1,-1,2,-1,1,0,1,0,3,3,1,3,3,0,2,0,0,0,95130.0,613,99420.0
3,-1,0,2,1,-1,1,3,-1,0,2,-1,3,-1,-1,1,2,-1,1,0,-1,0,0,0,0,-1,2,-1,2,1,2,1,3,0,3,-1,3,2,3,2,-1,1,2,1,1,1,2,0,0,1,95661.0,553,99495.0
2,3,2,0,0,-1,-1,3,2,0,2,1,0,2,1,0,3,1,1,-1,1,2,2,-1,3,-1,2,1,0,3,1,0,1,3,-1,-1,3,0,3,2,3,0,1,3,0,1,-1,0,0,2,95011.0,630,99422.0
3,-1,2,-1,2,2,2,2,0,-1,2,1,-1,2,-1,1,-1,-1,3,0,-1,0,-1,-1,-1,3,1,3,0,0,3,0,2,-1,-1,0,-1,3,2,-1,1,0,0,1,3,3,1,2,1,3,96109.0,522,99539.0
-1,1,0,1,0,-1,1,0,-1,2,1,1,0,-1,2,-1,2,2,-1,-1,-1,3,0,2,1,1,1,3,3,1,2,2,-1,0,-1,-1,-1,3,3,-1,3,-1,2,3,1,3,0,-1,1,0,96031.0,521,99529.0
-1,2,1,0,1,-1,-1,0,-1,1,3,0,2,1,-1,-1,2,-1,-1,2,0,2,1,3,0,0,3,3,1,2,-1,1,-1,3,1,0,1,0,-1,2,2,1,-1,-1,-1,3,2,2,2,0,95780.0,528,99520.0
2,3,0,1,0,2,1,-1,3,3,-1,1,-1,2,2,1,0,1,1,-1,3,3,2,2,-1,2,3,3,-1,-1,-1,0,1,3,0,0,0,3,1,1,2,-1,-1,3,2,1,-1,0,1,0,95635.0,580,99468.0
2,1,3,2,0,0,-1,1,0,1,3,2,2,2,3,0,-1,1,1,3,2,3,3,-1,-1,2,2,0,0,1,0,1,2,-1,-1,-1,1,2,-1,0,-1,0,1,3,0,-1,3,1,3,-1,95366.0,579,99465.0
0,-1,3,-1,1,1,0,2,0,3,0,-1,-1,0,0,-1,2,2,2,0,2,0,2,-1,2,3,2,0,0,3,-1,2,3,3,0,3,0,-1,2,-1,3,-1,1,2,1,3,1,1,1,3,95304.0,581,99441.0
1,-1,-1,1,2,1,2,2,2,0,0,-1,3,-1,3,0,3,2,0,0,3,2,0,3,2,-1,2,0,1,3,3,1,2,-1,2,1,3,1,3,2,-1,1,1,0,2,1,-1,0,1,-1,95313.0,602,99435.0
1,1,0,-1,0,0,3,-1,2,0,0,1,1,0,1,1,1,-1,1,0,-1,-1,3,2,3,2,2,-1,0,1,2,3,-1,-1,2,-1,0,-1,-1,3,2,2,0,2,2,3,1,-1,3,-1,95451.0,545,99481.0
2,-1,3,2,-1,0,3,1,1,-1,1,1,3,1,2,0,2,-1,2,1,-1,2,-1,-1,0,2,1,0,-1,3,2,3,0,1,2,3,0,3,-1,3,0,2,3,3,0,0,-1,-1,1,-1,95736.0,583,99476.0
3,0,2,0,3,2,1,0,1,1,-1,1,2,0,3,-1,-1,-1,3,2,3,-1,1,-1,2,-1,0,0,2,3,1,1,3,0,3,1,1,-1,0,0,-1,0,-1,-1,3,1,-1,0,2,3,95544.0,565,99474.0
2,-1,-1,0,-1,2,0,0,-1,3,3,1,1,1,0,3,0,0,2,3,3,2,0,-1,3,2,0,1,0,3,-1,2,3,1,-1,3,0,2,-1,1,0,0,0,1,1,2,1,-1,2,3,95141.0,607,99450.0
-1,3,-1,1,0,3,0,-1,0,1,0,0,1,2,3,2,-1,-1,-1,-1,1,1,0,3,0,3,1,0,0,2,2,3,3,3,-1,2,-1,-1,1,2,3,3,1,1,0,2,-1,1,2,-1,95390.0,563,99468.0
0,2,-1,2,-1,-1,0,2,-1,-1,0,-1,3,2,2,3,2,2,1,-1,3,3,3,1,0,0,0,-1,0,0,0,1,1,-1,3,0,1,2,1,-1,2,3,1,3,3,-1,0,2,2,1,95670.0,566,99484.0
