$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
-1,1,2,-1,-1,0,0,3,3,0,3,1,2,2,3,2,1,-1,2,1,1,0,1,-1,2,0,2,-1,3,1,3,2,0,-1,-1,3,2,1,0,1,0,2,0,3,-1,-1,1,1,-1,-1,97520.0,566,99511.0
0,-1,0,2,1,1,0,-1,1,3,3,3,2,0,1,3,1,3,2,1,1,0,2,2,2,-1,-1,0,3,0,-1,3,-1,-1,1,0,2,-1,3,3,2,-1,2,1,1,3,3,2,0,2,97536.0,611,99513.0
3,0,2,1,-1,1,3,3,3,2,1,3,-1,-1,3,0,3,3,1,0,-1,2,1,3,3,0,2,2,0,-1,1,2,-1,-1,1,1,-1,0,2,2,0,-1,3,1,2,-1,-1,2,2,0,97645.0,593,99537.0
-1,3,-1,2,0,2,-1,2,1,-1,1,0,2,2,0,0,2,3,3,0,3,1,0,-1,2,-1,2,-1,3,-1,-1,3,0,1,3,1,1,1,1,-1,2,-1,3,0,2,1,3,3,3,1,97714.0,582,99542.0
-1,3,-1,0,3,3,1,2,2,3,2,0,0,3,0,1,1,-1,1,-1,1,2,-1,2,0,-1,2,1,1,-1,3,3,0,1,2,-1,1,1,2,0,3,2,3,-1,1,0,0,-1,2,3,97827.0,605,99532.0
0,1,2,3,1,3,1,3,1,2,1,-1,2,-1,1,2,-1,2,3,2,-1,-1,-1,2,-1,0,1,2,2,0,-1,3,-1,-1,0,3,-1,2,-1,-1,-1,1,0,-1,1,0,0,3,1,-1,97978.0,520,99589.0
2,2,1,-1,2,1,0,3,2,3,-1,1,0,3,0,0,-1,1,1,3,0,0,2,-1,3,2,3,0,-1,1,2,-1,-1,3,0,-1,0,1,2,-1,3,0,1,2,1,-1,0,2,2,0,97618.0,591,99530.0
0,-1,3,0,1,2,3,2,3,-1,3,0,3,-1,-1,1,0,0,2,1,1,2,1,1,2,0,2,-1,-1,3,3,-1,1,2,0,2,3,2,-1,-1,-1,3,1,1,1,-1,0,-1,3,1,97844.0,564,99565.0
1,0,2,3,-1,-1,-1,1,-1,2,2,0,1,0,3,1,3,1,1,-1,2,-1,3,-1,0,1,1,0,1,-1,-1,-1,0,-1,2,-1,-1,2,0,2,1,-1,-1,2,-1,2,1,0,3,3,98088.0,525,99614.0
3,-1,-1,3,-1,0,3,-1,2,0,3,3,-1,2,1,2,2,0,2,0,3,1,3,2,0,3,0,1,-1,-1,0,1,1,-1,-1,3,1,1,2,-1,2,0,3,2,1,2,3,1,0,-1,97735.0,583,99533.0
0,-1,-1,3,2,1,1,0,1,1,2,2,-1,3,0,2,3,3,2,1,2,2,0,2,0,-1,-1,1,0,0,2,-1,1,3,2,0,3,1,2,1,0,3,3,-1,3,2,1,3,0,1,97575.0,643,99503.0
2,-1,0,-1,2,0,3,0,-1,1,-1,2,-1,1,-1,1,3,-1,-1,2,0,-1,1,3,-1,-1,0,2,1,-1,2,0,0,1,1,1,2,-1,0,3,1,-1,2,-1,2,-1,0,-1,0,1,97969.0,501,99618.0
2,1,2,-1,2,0,-1,1,-1,2,2,0,0,2,1,2,0,0,2,3,3,0,3,-1,3,-1,-1,3,1,0,-1,2,3,-1,-1,0,-1,2,1,-1,-1,3,0,3,3,-1,1,-1,2,0,97824.0,544,99562.0
2,3,-1,3,0,1,2,3,3,-1,0,1,2,0,1,2,-1,1,3,1,-1,2,0,-1,0,0,-1,-1,-1,3,1,3,-1,3,2,0,1,0,2,2,2,1,-1,1,0,0,0,0,2,1,97508.0,600,99536.0
2,-1,-1,-1,-1,2,2,2,0,-1,-1,1,2,0,2,0,3,2,3,-1,1,0,0,0,-1,3,1,3,1,0,3,1,0,0,0,2,3,2,-1,-1,2,3,2,1,-1,1,1,3,3,-1,97707.0,555,99549.0
3,2,3,0,2,-1,-1,-1,3,2,-1,1,1,0,-1,1,-1,2,2,1,2,3,2,0,2,1,0,2,-1,3,3,1,1,3,-1,0,0,0,1,0,0,-1,2,3,0,-1,1,1,2,2,97503.0,594,99522.0
-1,1,0,1,3,2,1,-1,0,3,1,2,0,-1,0,3,-1,1,-1,0,-1,2,3,-1,1,-1,3,2,0,-1,3,2,-1,-1,0,1,3,2,0,2,2,2,3,0,2,1,0,-1,3,0,97739.0,569,99550.0
1,-1,2,0,1,-1,0,0,0,-1,2,3,3,2,1,1,0,3,-1,3,-1,2,1,-1,-1,1,2,-1,2,1,0,-1,1,2,0,3,0,3,0,-1,2,-1,0,1,-1,3,2,1,0,-1,97771.0,546,99571.0
3,0,-1,1,3,0,-1,2,3,-1,0,2,0,3,1,-1,-1,2,2,1,2,1,1,3,2,1,1,0,2,-1,2,-1,2,3,2,1,1,-1,3,2,-1,0,0,3,1,3,3,-1,3,-1,98003.0,571,99561.0
2,1,-1,3,0,-1,0,0,1,0,-1,3,1,3,2,2,3,1,3,2,0,1,0,1,2,2,-1,3,3,-1,1,0,2,-1,2,2,2,2,1,1,1,-1,3,0,0,-1,-1,1,0,-1,97592.0,594,99522.0
-1,0,-1,1,0,0,0,3,0,-1,1,1,3,2,1,0,2,1,2,-1,1,0,3,0,0,2,1,3,2,-1,1,3,3,3,-1,-1,-1,3,1,2,2,1,2,2,3,-1,-1,1,0,0,97641.0,590,99529.0
1,0,0,1,3,3,-1,3,1,3,2,2,0,3,1,1,3,1,1,2,-1,2,1,3,2,0,3,3,-1,-1,2,1,-1,-1,2,1,2,-1,-1,1,0,3,2,0,0,0,0,-1,-1,3,97594.0,609,99516.0
1,2,2,-1,1,1,3,3,-1,0,1,0,-1,3,2,3,1,3,3,0,0,2,-1,2,2,2,1,3,-1,-1,1,2,0,1,0,1,-1,3,3,1,2,-1,3,0,-1,-1,3,-1,2,0,97798.0,598,99550.0
1,-1,-1,0,-1,-1,3,3,2,1,0,1,0,3,1,0,1,2,-1,-1,-1,1,2,3,-1,0,1,3,-1,2,0,-1,1,-1,0,2,2,-1,2,2,0,-1,2,2,-1,1,2,-1,1,0,97995.0,516,99614.0
0,-1,-1,2,2,-1,2,1,0,-1,3,0,0,2,1,0,2,3,-1,-1,1,1,3,0,0,-1,3,-1,1,2,-1,2,2,-1,0,1,-1,3,-1,3,0,2,1,2,3,0,3,1,1,2,97809.0,564,99556.0
2,1,1,-1,-1,-1,1,0,2,-1,-1,0,2,0,0,2,3,1,0,1,-1,1,1,0,-1,3,3,2,1,3,-1,3,-1,-1,0,0,-1,-1,3,2,3,3,1,1,2,3,0,2,0,0,97715.0,567,99551.0
2,2,2,0,-1,2,0,2,-1,3,-1,0,3,3,1,3,-1,1,0,1,-1,3,0,2,-1,0,1,3,2,2,3,2,1,-1,0,1,0,0,0,1,3,1,0,3,1,-1,3,1,1,0,97454.0,639,99493.0
2,2,1,0,1,2,1,0,0,0,-1,-1,3,2,3,3,3,0,2,1,2,1,2,3,-1,0,1,-1,-1,3,3,1,1,0,2,-1,2,0,3,1,3,0,0,2,2,1,0,-1,-1,0,97413.0,636,99493.0
0,0,-1,3,3,2,0,2,3,1,1,1,0,0,3,1,1,2,1,1,-1,1,3,-1,1,-1,2,2,0,3,-1,-1,2,2,1,-1,2,-1,-1,0,0,1,0,-1,1,0,-1,3,3,2,97727.0,586,99538.0
1,3,0,3,0,1,0,0,2,1,-1,-1,2,1,0,0,2,0,1,0,2,-1,-1,-1,-1,-1,1,2,-1,-1,0,3,2,2,2,-1,1,0,1,2,1,3,0,2,1,-1,-1,2,1,3,97648.0,579,99559.0
2,1,3,-1,2,1,0,1,2,0,2,0,1,-1,1,2,2,-1,-1,2,0,-1,3,0,0,3,-1,1,2,0,-1,2,3,1,-1,0,1,3,1,-1,3,3,2,0,0,1,0,-1,-1,3,97597.0,576,99524.0
-1,1,2,1,-1,1,3,-1,1,1,-1,0,2,-1,-1,2,-1,1,2,1,2,3,1,3,2,0,0,1,-1,2,-1,-1,0,0,-1,2,0,2,2,-1,-1,2,3,2,0,0,-1,0,0,1,97748.0,525,99585.0
2,2,1,0,-1,3,2,3,-1,-1,3,2,0,1,2,1,0,-1,-1,2,-1,1,2,0,-1,1,2,3,1,3,3,3,1,0,2,1,0,1,3,3,1,2,-1,-1,-1,-1,3,0,1,0,97685.0,592,99531.0
1,2,3,3,3,0,-1,0,3,0,3,0,2,2,-1,-1,0,-1,2,0,1,2,2,1,2,2,2,1,-1,-1,3,1,1,3,2,0,0,2,-1,-1,-1,3,1,3,0,1,1,3,3,1,97610.0,628,99512.0
2,3,2,-1,2,0,2,1,2,0,0,-1,3,-1,1,2,3,-1,2,3,3,0,-1,-1,1,1,1,1,-1,1,2,2,1,-1,0,0,-1,2,1,3,1,1,0,2,0,3,3,3,0,3,97581.0,635,99516.0
-1,1,-1,2,1,-1,-1,1,3,1,-1,-1,0,3,0,3,3,3,-1,-1,0,3,1,-1,3,3,0,1,3,0,0,2,2,2,2,-1,1,2,0,0,-1,2,0,0,-1,1,0,-1,2,2,97994.0,542,99576.0
1,3,-1,1,0,-1,3,0,2,3,2,3,0,1,0,3,-1,0,0,3,2,-1,0,3,1,0,0,3,-1,1,1,3,1,3,1,-1,2,2,2,2,1,1,2,-1,-1,2,2,2,2,0,97779.0,619,99519.0
0,2,3,2,3,0,0,3,-1,-1,2,2,3,2,-1,-1,0,0,0,-1,3,0,1,2,0,-1,0,2,1,2,3,-1,3,1,1,1,1,0,2,-1,3,1,-1,0,2,1,-1,1,2,1,97652.0,604,99547.0
0,3,1,0,2,2,0,2,0,0,-1,1,1,3,-1,2,2,-1,2,0,2,1,1,-1,3,3,3,-1,2,3,0,2,3,-1,1,0,1,3,3,1,1,2,0,1,0,3,-1,2,3,0,97331.0,659,99481.0
2,1,2,3,1,-1,0,-1,0,0,2,0,2,-1,1,-1,0,-1,2,1,1,3,3,-1,1,1,3,2,0,3,3,0,0,-1,2,-1,2,-1,3,-1,1,2,2,1,2,-1,-1,3,1,1,97621.0,568,99533.0
2,0,-1,2,-1,2,1,-1,2,3,1,-1,2,2,0,0,-1,2,1,1,1,-1,3,3,3,0,3,1,-1,1,-1,-1,-1,0,2,0,1,2,2,0,-1,-1,3,0,1,-1,-1,2,0,-1,97935.0,501,99599.0
3,-1,2,0,1,2,-1,0,-1,3,-1,0,0,3,0,2,-1,2,-1,-1,-1,3,2,-1,2,2,2,3,0,3,1,1,2,3,1,1,0,2,2,-1,1,0,1,1,-1,0,0,3,0,3,97787.0,587,99551.0
3,1,-1,-1,1,-1,3,0,3,2,2,0,1,-1,1,2,-1,0,0,0,2,3,0,-1,0,-1,1,1,3,2,0,3,1,3,3,2,0,1,0,0,2,-1,2,1,2,2,2,3,1,1,97672.0,618,99516.0
2,2,3,2,0,2,3,-1,0,-1,3,0,1,0,2,0,1,1,1,3,3,0,2,-1,0,-1,3,2,3,3,-1,-1,0,3,-1,1,0,0,2,1,-1,2,2,3,-1,0,0,1,2,1,97555.0,607,99517.0
-1,3,-1,0,2,3,3,2,1,3,1,-1,1,2,0,1,2,0,2,0,3,2,-1,1,3,0,1,1,1,-1,3,-1,0,1,3,0,-1,2,0,0,2,2,2,-1,2,0,3,0,3,2,97626.0,639,99520.0
3,0,3,0,1,2,2,2,-1,2,1,2,1,-1,1,3,0,-1,-1,2,-1,-1,-1,1,2,0,3,1,3,2,1,0,2,3,0,1,3,1,-1,0,0,3,2,0,1,3,3,1,0,0,97420.0,641,99502.0
0,1,3,1,3,1,1,-1,2,3,1,1,3,-1,3,-1,2,-1,1,1,2,2,2,3,0,1,2,0,-1,3,0,0,2,-1,3,1,-1,-1,-1,-1,2,0,2,0,3,0,0,0,-1,0,97555.0,593,99511.0
0,2,3,2,3,-1,-1,-1,0,-1,1,-1,3,0,2,-1,0,-1,0,-1,1,1,1,3,0,1,3,0,0,2,0,2,3,3,3,2,-1,-1,1,2,1,1,2,2,-1,0,0,2,3,-1,97785.0,567,99553.0
-1,-1,-1,-1,3,0,0,1,2,2,1,-1,-1,1,1,1,-1,0,3,3,1,3,3,1,3,1,2,3,3,2,2,0,-1,2,0,-1,1,-1,0,1,-1,1,-1,2,0,0,0,0,3,0,97790.0,553,99568.0
3,0,3,-1,0,2,0,3,-1,1,1,2,1,0,1,3,-1,2,3,-1,2,2,0,0,3,0,3,1,1,1,0,-1,-1,3,1,3,-1,-1,1,3,0,1,2,1,3,2,0,2,2,2,97632.0,625,99528.0
3,-1,1,-1,-1,2,2,1,2,-1,-1,1,1,3,2,0,0,2,3,3,0,3,2,3,1,2,2,-1,1,0,1,0,-1,2,1,0,-1,2,0,1,-1,0,2,0,2,-1,0,0,0,1,97541.0,584,99532.0
2,2,0,2,2,-1,-1,0,0,3,-1,-1,3,-1,0,2,1,1,-1,1,1,0,0,1,3,2,0,3,1,2,0,3,0,3,1,3,3,-1,0,2,1,-1,2,-1,-1,-1,-1,2,1,0,97812.0,559,99562.0
1,0,2,0,3,2,0,-1,3,-1,1,1,0,-1,1,2,3,1,3,-1,1,2,3,1,0,3,2,1,1,-1,2,2,0,3,1,3,3,2,2,-1,0,0,0,2,1,0,3,1,-1,2,97562.0,643,99488.0
-1,0,2,3,1,-1,0,-1,1,1,3,1,1,0,3,3,0,3,2,2,1,-1,-1,1,2,-1,2,3,3,0,-1,3,0,-1,1,-1,2,1,3,1,0,2,0,2,-1,1,2,2,0,1,97628.0,595,99523.0
1,3,1,3,1,3,3,1,0,2,-1,2,-1,1,3,2,2,0,2,-1,3,0,1,0,2,2,2,0,3,-1,3,-1,0,0,0,0,3,2,1,3,2,1,0,-1,0,-1,3,0,1,2,97560.0,654,99493.0
-1,-1,2,1,2,3,1,-1,2,2,3,0,0,1,1,2,0,0,2,1,1,-1,1,-1,0,3,-1,-1,0,0,-1,3,-1,3,2,1,3,3,0,-1,0,2,1,-1,0,1,0,1,3,-1,97606.0,562,99534.0
0,-1,1,-1,1,2,1,0,1,3,-1,2,3,0,-1,0,2,-1,2,-1,2,3,2,0,3,-1,1,-1,3,-1,2,0,1,1,2,2,3,-1,1,3,3,0,0,1,2,1,0,0,1,2,97676.0,605,99544.0
1,0,-1,1,0,3,3,2,3,2,3,-1,0,-1,3,1,2,2,0,2,1,0,-1,1,3,0,2,3,2,1,0,1,2,1,2,3,-1,-1,-1,-1,0,3,-1,2,1,-1,0,3,0,0,97587.0,603,99532.0
0,-1,3,1,1,3,-1,-1,-1,3,0,3,2,1,1,1,0,1,-1,3,1,3,3,0,2,3,1,3,-1,2,0,0,-1,2,1,1,-1,0,2,2,2,3,2,1,2,2,3,0,0,1,97614.0,627,99511.0
2,2,1,1,1,3,0,1,1,2,0,3,3,3,2,-1,-1,0,3,3,-1,2,-1,3,0,2,-1,-1,1,0,3,1,-1,2,-1,1,2,0,1,1,0,3,0,2,0,0,2,-1,3,1,97529.0,620,99512.0
-1,1,-1,-1,2,3,-1,2,3,1,-1,0,0,3,1,2,1,3,0,-1,2,0,-1,1,2,-1,2,-1,0,2,0,3,3,-1,1,2,0,2,1,2,0,2,1,1,3,-1,2,0,-1,1,97683.0,565,99533.0
2,-1,-1,3,2,3,3,2,-1,-1,2,0,1,1,2,1,1,0,1,0,-1,0,0,-1,0,2,-1,2,1,2,3,-1,1,-1,1,2,0,0,0,1,-1,2,1,0,3,3,2,-1,1,0,97689.0,589,99553.0
0,2,0,2,0,-1,3,0,1,0,2,1,1,2,-1,-1,0,-1,2,2,3,-1,-1,-1,-1,3,1,3,2,1,0,3,3,1,2,-1,0,0,-1,2,3,1,1,3,3,2,0,1,3,1,97600.0,616,99514.0
1,-1,3,2,1,2,-1,1,1,0,3,1,1,3,2,2,-1,-1,0,-1,0,2,0,1,3,3,0,1,-1,0,0,-1,3,2,2,3,2,3,2,2,0,1,1,3,3,0,3,2,0,1,97668.0,644,99508.0
0,1,2,-1,0,-1,0,2,3,2,-1,0,3,-1,0,3,3,1,1,0,1,1,1,3,0,2,1,2,0,2,2,-1,1,2,1,3,-1,2,3,2,3,-1,1,0,0,3,0,1,0,-1,97464.0,621,99510.0
-1,0,0,2,0,-1,0,-1,-1,-1,1,2,3,1,0,2,-1,-1,-1,-1,2,3,2,1,1,2,-1,2,-1,2,1,3,1,-1,3,2,3,1,1,0,3,2,-1,1,-1,-1,0,1,2,0,97849.0,520,99586.0
2,2,-1,2,0,1,2,1,1,2,2,2,0,-1,2,0,3,3,1,-1,-1,-1,-1,3,3,2,3,-1,1,3,3,1,1,2,0,0,3,3,0,1,0,1,0,3,0,0,1,-1,2,3,97649.0,632,99517.0
2,0,2,0,-1,-1,0,2,0,1,1,1,0,3,1,3,2,-1,2,-1,0,0,3,1,0,1,3,2,3,1,-1,0,3,1,2,3,0,0,1,-1,-1,-1,-1,1,1,2,2,3,2,-1,97491.0,593,99525.0
1,0,2,3,-1,3,-1,0,-1,0,3,0,2,2,1,3,0,1,-1,3,0,2,-1,3,3,-1,0,2,1,2,2,-1,0,2,1,1,0,2,-1,1,-1,1,3,-1,3,1,-1,1,2,0,97819.0,582,99551.0
1,-1,1,3,3,0,0,1,-1,2,3,1,3,2,2,3,1,3,0,0,0,0,1,-1,0,-1,0,-1,1,-1,3,1,0,3,1,2,3,2,2,2,2,-1,-1,2,2,0,-1,0,2,2,97506.0,624,99527.0
1,0,-1,3,3,2,-1,3,2,-1,1,1,1,0,-1,2,0,1,2,2,1,2,2,-1,0,1,2,0,-1,3,0,1,3,2,0,3,-1,-1,2,0,3,1,0,1,0,2,0,1,-1,1,97613.0,616,99522.0
-1,-1,1,1,-1,2,2,1,2,0,0,3,3,3,2,2,-1,3,-1,1,2,-1,3,3,0,2,1,-1,1,0,-1,-1,-1,0,1,-1,3,2,0,-1,2,1,-1,1,3,3,1,-1,-1,2,98074.0,504,99591.0
1,-1,-1,2,1,-1,3,0,0,0,-1,3,1,3,1,3,3,3,2,-1,1,2,-1,0,1,2,0,3,2,-1,2,0,1,2,2,0,3,3,-1,2,0,-1,2,3,0,0,1,3,2,1,97644.0,617,99526.0
-1,-1,2,3,3,0,1,0,-1,3,1,0,3,1,1,-1,-1,0,-1,-1,-1,0,-1,0,2,2,2,0,3,-1,3,-1,2,1,-1,3,0,1,2,1,0,3,0,2,2,2,0,2,-1,1,97841.0,561,99569.0
3,0,2,1,-1,0,2,1,1,3,0,2,2,2,-1,0,-1,-1,-1,2,1,3,0,0,1,0,3,-1,-1,1,1,3,-1,3,0,1,-1,1,0,3,0,-1,2,1,1,3,2,3,1,2,97637.0,600,99539.0
0,-1,1,3,-1,3,0,-1,0,0,3,1,0,0,0,2,2,3,3,1,-1,0,-1,1,3,1,-1,1,0,3,3,2,1,2,2,3,-1,0,3,2,-1,1,2,-1,1,1,0,1,3,2,97400.0,619,99516.0
2,1,3,0,3,1,3,2,-1,0,1,0,0,3,0,2,-1,0,0,0,3,-1,-1,0,1,1,3,0,-1,1,2,3,1,2,-1,2,3,-1,3,-1,1,2,0,1,-1,2,3,-1,2,1,97745.0,596,99550.0
3,3,3,1,0,3,1,-1,3,2,3,2,3,0,-1,2,1,3,-1,0,2,2,-1,-1,2,3,2,2,2,1,-1,-1,0,0,1,0,0,1,3,2,1,3,0,2,-1,0,0,1,-1,-1,97623.0,603,99518.0
0,3,2,0,1,3,0,1,-1,3,-1,3,2,0,3,0,0,-1,2,-1,1,2,-1,1,0,-1,-1,1,-1,2,-1,1,-1,2,1,-1,1,2,3,3,1,0,0,2,3,0,2,-1,1,-1,97915.0,563,99565.0
3,2,0,2,0,-1,3,-1,3,0,-1,-1,1,2,2,1,3,3,1,1,1,1,3,0,0,1,-1,-1,1,3,0,0,2,1,3,-1,2,0,0,2,-1,0,3,2,2,-1,1,1,0,3,97480.0,609,99509.0
2,0,1,-1,0,2,-1,1,0,-1,-1,1,2,1,2,3,-1,1,2,0,3,-1,3,2,0,0,2,3,1,3,0,0,1,3,-1,2,3,3,0,2,1,-1,-1,2,2,1,3,-1,-1,2,97647.0,572,99529.0
3,-1,0,1,3,-1,0,2,1,2,3,1,3,0,2,-1,0,1,0,-1,1,2,0,-1,-1,0,-1,2,2,3,-1,3,1,0,1,1,3,2,1,1,2,-1,-1,1,-1,0,3,3,0,0,97634.0,593,99537.0
2,-1,2,3,1,2,3,-1,3,1,1,0,3,0,1,0,3,2,1,3,0,0,1,1,1,0,0,2,1,3,-1,2,0,-1,2,-1,3,2,0,-1,0,0,-1,-1,0,3,1,-1,-1,2,97416.0,604,99499.0
-1,1,2,2,-1,-1,2,1,0,-1,-1,1,3,-1,-1,0,3,-1,2,1,0,1,1,-1,2,2,3,0,0,3,1,1,0,-1,3,-1,2,-1,3,3,3,2,0,-1,0,0,2,-1,0,1,97907.0,543,99574.0
3,0,2,2,-1,0,2,0,0,3,2,-1,3,2,3,0,2,1,0,1,0,3,1,2,0,3,-1,-1,-1,1,3,3,1,-1,-1,-1,1,-1,-1,1,-1,1,0,1,1,2,3,1,3,2,97735.0,589,99536.0
0,2,-1,-1,1,1,2,0,-1,2,3,1,3,-1,0,3,-1,2,3,-1,0,1,1,2,-1,-1,2,0,0,-1,-1,-1,-1,1,1,2,0,1,1,3,0,2,2,1,-1,0,3,1,0,1,97979.0,553,99591.0
3,-1,0,-1,0,2,1,3,2,2,1,-1,1,-1,0,2,0,1,3,1,0,-1,2,1,2,2,0,-1,2,0,3,1,0,-1,-1,-1,-1,3,0,2,1,-1,-1,2,0,-1,3,1,-1,3,97606.0,542,99557.0
-1,3,1,0,0,-1,-1,1,1,0,2,3,3,2,-1,3,-1,-1,1,2,0,2,2,2,2,0,0,3,-1,0,0,1,-1,0,2,-1,1,1,2,2,-1,1,1,3,2,-1,1,3,3,0,97641.0,574,99543.0
1,2,-1,2,-1,2,0,1,1,2,3,1,-1,0,3,1,1,-1,1,0,1,1,0,-1,3,-1,-1,-1,0,0,3,-1,-1,2,2,3,2,1,2,1,3,0,1,3,0,3,2,0,0,2,97578.0,600,99533.0
