$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
0,2,2,0,2,1,-1,-1,3,3,-1,1,3,2,1,1,-1,0,-1,-1,1,3,1,-1,1,0,2,1,0,0,1,2,-1,0,3,2,2,1,1,1,-1,2,1,3,2,2,0,2,-1,2,96392.0,597,99480.0
2,2,1,3,3,0,2,1,0,1,0,3,2,-1,1,2,1,0,0,0,0,-1,-1,1,2,2,0,1,-1,1,2,2,1,3,0,1,2,1,2,-1,-1,1,-1,3,2,3,1,0,1,-1,96238.0,639,99465.0
2,3,0,2,2,3,0,0,3,-1,0,-1,1,3,1,2,1,3,-1,3,-1,1,2,3,1,1,2,0,1,-1,-1,2,0,1,1,3,1,2,3,2,-1,0,1,1,3,0,2,0,1,1,96226.0,643,99441.0
1,2,0,0,3,2,0,2,1,2,0,0,3,2,1,1,2,2,3,0,0,1,-1,2,2,3,0,2,3,-1,0,0,3,1,3,-1,0,-1,1,3,-1,3,3,3,1,2,1,-1,2,2,96111.0,666,99418.0
2,3,0,2,3,1,2,3,3,1,2,2,1,2,0,0,2,1,1,3,1,-1,3,0,1,3,1,2,1,2,2,-1,0,3,3,0,0,0,3,1,2,2,1,3,-1,1,3,0,2,0,95864.0,713,99374.0
3,1,0,2,1,2,3,1,-1,3,3,0,0,-1,1,-1,2,0,2,2,1,2,2,3,3,1,-1,1,-1,1,0,3,0,0,3,1,0,1,-1,0,0,3,1,0,2,0,2,1,1,1,95705.0,677,99421.0
3,3,0,2,0,2,3,-1,0,1,3,2,1,1,-1,-1,0,1,3,1,1,0,3,0,1,1,2,0,1,0,2,1,-1,0,3,1,0,1,1,0,1,-1,3,2,0,-1,3,0,1,3,95964.0,663,99442.0
2,2,2,1,2,-1,1,0,-1,1,1,1,0,2,0,-1,1,0,3,-1,1,2,2,1,2,0,0,1,3,-1,0,2,2,1,3,2,2,3,3,1,2,3,-1,0,0,0,1,0,3,0,95826.0,677,99428.0
3,3,0,2,1,0,1,2,0,1,-1,2,0,0,3,0,1,0,3,0,2,-1,2,-1,2,3,3,3,1,1,3,0,2,1,3,0,0,1,3,0,-1,1,0,1,1,0,3,3,-1,-1,95725.0,664,99410.0
-1,3,2,3,0,2,-1,0,0,2,0,0,0,1,-1,-1,3,-1,-1,0,0,2,2,1,3,-1,1,0,0,2,1,0,2,-1,3,3,0,1,2,1,0,2,1,1,1,-1,0,1,2,1,96007.0,619,99466.0
-1,0,1,0,3,1,3,1,1,2,-1,2,1,0,2,2,1,1,2,0,0,1,3,2,0,1,3,0,1,2,0,2,0,2,1,3,2,1,-1,2,0,2,3,0,3,2,2,0,2,1,95584.0,715,99375.0
2,1,1,1,-1,3,3,0,3,1,0,2,0,3,2,2,2,2,3,0,1,-1,2,0,0,3,0,1,2,1,1,-1,1,1,1,2,3,3,2,2,3,2,0,2,-1,1,3,0,3,1,95952.0,698,99394.0
2,0,0,2,-1,-1,1,1,1,2,2,3,2,3,2,0,0,2,0,3,0,0,-1,0,1,0,2,3,3,1,1,3,1,0,0,2,1,1,2,1,0,-1,3,1,1,0,2,-1,-1,1,95943.0,661,99435.0
0,2,3,0,1,2,1,2,3,2,2,1,3,1,0,0,3,2,1,-1,0,2,-1,2,3,0,2,3,1,2,0,3,-1,-1,0,3,1,3,0,1,-1,3,2,3,1,1,2,0,-1,1,96090.0,672,99441.0
-1,0,0,-1,1,0,1,1,3,0,-1,3,2,3,1,-1,2,3,0,2,3,2,1,-1,1,2,3,-1,1,0,-1,3,1,0,3,3,0,2,1,2,0,2,2,-1,0,1,3,3,1,2,96425.0,631,99446.0
0,3,0,2,3,0,0,0,1,2,1,2,1,-1,-1,2,1,3,-1,1,1,3,3,0,3,2,0,0,2,3,0,2,1,2,0,3,2,1,-1,2,3,-1,2,2,0,2,1,1,-1,0,95961.0,657,99412.0
1,3,2,0,2,1,-1,0,2,1,1,2,-1,-1,-1,0,1,2,1,-1,0,0,0,-1,1,-1,0,0,1,0,-1,0,2,1,1,2,0,0,2,0,2,-1,1,3,1,2,-1,2,2,1,96145.0,604,99486.0
3,0,3,1,0,1,1,0,2,3,3,1,1,-1,0,2,1,1,1,2,0,2,0,2,0,2,-1,3,0,1,3,1,1,-1,0,0,1,1,2,2,-1,2,3,3,0,0,0,-1,1,2,95833.0,680,99412.0
-1,1,1,3,-1,1,-1,3,1,1,0,3,3,1,3,3,2,1,-1,2,3,0,0,0,-1,3,0,-1,1,3,-1,3,0,2,2,1,2,-1,2,0,1,1,2,2,0,1,2,0,1,0,96282.0,626,99446.0
2,0,0,0,-1,1,1,2,0,3,2,0,2,1,0,3,2,1,3,2,0,-1,-1,3,0,3,-1,-1,1,0,3,2,2,0,3,-1,3,2,1,2,2,2,2,1,1,1,-1,3,2,-1,96371.0,646,99453.0
-1,3,1,2,1,1,2,2,1,3,1,0,2,0,0,3,0,-1,1,2,-1,0,3,0,0,0,-1,2,-1,1,1,1,0,1,2,-1,2,1,0,0,2,2,0,2,2,2,1,1,0,0,95825.0,673,99420.0
2,3,2,1,0,3,3,2,-1,1,1,1,-1,1,1,2,0,3,1,2,3,0,2,1,2,2,0,1,3,2,1,-1,1,0,2,1,0,0,0,2,1,-1,1,-1,0,-1,3,2,-1,0,96195.0,650,99442.0
0,1,3,1,-1,3,-1,3,1,0,1,0,0,2,-1,2,0,1,1,2,3,2,0,2,-1,0,2,-1,2,1,1,2,-1,0,2,0,1,1,2,0,1,-1,0,3,-1,2,1,0,3,2,95978.0,619,99451.0
-1,2,0,2,2,0,1,0,3,-1,2,0,0,2,1,3,2,-1,2,3,1,-1,0,1,2,2,0,1,1,1,1,1,3,0,0,0,3,0,0,1,1,-1,-1,3,-1,3,2,1,3,1,96080.0,639,99427.0
0,0,-1,1,1,2,-1,2,1,-1,2,1,0,3,0,-1,0,2,-1,1,0,-1,3,-1,2,-1,1,3,2,-1,1,1,3,0,1,2,0,2,0,-1,1,0,-1,2,0,2,1,2,-1,-1,96467.0,557,99509.0
3,0,3,0,1,1,0,1,1,2,2,3,1,0,1,-1,-1,-1,2,2,-1,1,0,3,2,2,2,0,1,0,-1,1,1,2,2,2,1,-1,0,3,1,-1,3,3,1,-1,-1,0,0,0,96420.0,614,99474.0
2,3,0,3,1,1,0,0,0,1,-1,1,2,2,-1,3,3,2,1,0,-1,0,2,2,2,2,3,-1,3,3,1,1,2,1,3,3,0,1,2,1,0,2,1,1,1,2,3,0,2,1,95883.0,690,99400.0
-1,0,1,3,2,2,-1,-1,2,0,3,2,0,1,-1,3,2,0,0,3,-1,0,0,1,1,-1,0,1,3,2,1,-1,1,0,2,0,0,1,3,-1,0,0,0,1,2,3,1,1,1,2,96053.0,637,99467.0
1,3,1,3,0,2,2,0,0,0,3,3,0,3,1,2,1,3,1,2,2,0,1,1,3,2,0,3,3,2,-1,1,3,1,0,0,0,-1,0,0,3,0,3,2,1,1,2,0,1,1,95622.0,727,99370.0
1,-1,0,3,-1,2,0,0,2,0,3,2,2,1,2,0,2,0,3,3,0,0,2,1,0,-1,1,0,3,-1,-1,0,-1,2,1,2,-1,-1,2,3,2,-1,-1,1,0,-1,2,-1,-1,-1,96626.0,533,99541.0
-1,1,2,3,3,1,3,2,0,0,-1,2,3,1,2,1,3,3,0,2,-1,1,2,-1,1,0,2,-1,3,-1,0,1,2,0,1,3,1,-1,2,0,0,3,2,0,2,0,2,-1,2,0,96094.0,630,99429.0
3,1,1,2,0,2,1,-1,-1,-1,0,2,1,2,2,3,2,3,0,3,0,1,0,-1,2,3,3,-1,-1,0,1,2,-1,-1,0,2,1,0,-1,0,2,-1,0,1,1,0,1,1,1,1,96006.0,607,99472.0
-1,1,2,-1,1,-1,0,1,-1,1,2,0,0,0,0,-1,1,-1,0,-1,0,2,0,-1,-1,2,-1,2,0,2,2,2,-1,0,2,0,3,2,0,2,0,2,3,-1,3,1,3,1,2,2,96295.0,582,99487.0
-1,2,1,2,2,0,1,-1,2,-1,2,0,0,3,1,3,3,2,0,1,1,2,1,1,-1,2,0,3,0,2,2,0,0,2,1,0,1,0,0,-1,0,1,1,0,-1,-1,3,3,1,1,95957.0,646,99442.0
0,0,1,3,2,1,-1,2,2,0,1,0,3,0,1,0,1,1,1,2,3,0,0,2,2,3,0,2,2,1,-1,2,-1,1,3,2,0,-1,-1,-1,2,0,0,1,2,0,-1,1,1,0,95778.0,656,99440.0
-1,1,1,0,2,1,0,2,3,1,3,3,0,0,1,0,2,2,3,-1,0,-1,0,1,1,1,3,1,0,1,0,1,1,3,0,2,3,3,0,2,0,2,0,1,3,2,2,-1,0,2,95538.0,701,99398.0
3,0,2,1,3,2,3,0,2,1,3,3,2,2,1,3,2,2,3,1,2,-1,1,1,3,1,1,1,0,0,3,0,0,0,-1,0,0,1,3,3,-1,3,0,3,-1,0,-1,1,0,1,95987.0,678,99410.0
3,1,2,1,0,-1,1,0,2,1,2,0,1,2,3,1,2,2,1,1,-1,3,1,-1,0,2,0,1,2,2,1,2,3,-1,3,2,1,3,0,1,-1,2,1,3,-1,0,0,3,2,0,96015.0,667,99414.0
3,0,3,1,3,3,-1,2,-1,2,0,0,1,2,0,-1,-1,2,0,-1,1,0,2,1,0,-1,1,1,2,1,0,2,2,2,-1,2,1,2,3,-1,2,1,1,2,2,0,0,1,1,3,96239.0,643,99473.0
0,-1,0,2,2,1,-1,-1,-1,2,2,1,3,0,0,1,2,2,-1,2,1,1,0,2,0,3,1,2,0,0,1,2,3,0,0,0,1,3,0,3,-1,-1,-1,3,1,-1,2,-1,-1,2,96452.0,567,99504.0
0,2,0,0,0,3,2,0,1,3,-1,1,3,0,3,1,1,1,0,3,0,0,3,-1,2,3,2,2,2,0,2,1,2,3,-1,3,1,1,3,0,2,1,0,2,2,-1,-1,1,2,2,95911.0,678,99414.0
2,0,-1,1,2,0,3,2,3,0,-1,-1,1,0,3,2,0,1,-1,2,0,0,3,3,3,3,-1,2,-1,1,2,0,0,0,1,1,1,1,3,2,-1,2,0,0,-1,1,3,2,0,2,95908.0,632,99437.0
-1,3,1,1,0,3,3,2,0,0,1,0,3,-1,-1,1,-1,2,2,-1,-1,0,1,3,3,2,1,1,1,3,3,0,0,3,1,1,-1,1,0,2,0,0,1,-1,2,3,2,-1,2,0,96523.0,613,99477.0
1,1,3,2,3,1,0,0,-1,0,1,1,0,2,2,1,-1,0,2,2,2,-1,3,1,1,2,1,0,2,-1,-1,2,0,0,3,1,2,0,2,0,0,2,0,3,3,0,-1,1,1,2,95752.0,680,99422.0
2,1,0,0,3,0,-1,3,2,1,-1,2,-1,1,2,1,1,3,1,0,0,0,0,0,0,2,3,3,-1,1,1,-1,3,0,3,-1,1,-1,0,2,0,3,1,3,1,3,-1,-1,1,-1,96235.0,608,99458.0
0,0,1,-1,0,0,1,3,3,2,1,2,0,0,-1,2,0,3,0,-1,2,1,0,0,2,2,3,3,1,1,-1,-1,3,1,3,1,3,0,2,3,1,-1,3,-1,1,2,3,3,3,-1,96482.0,633,99451.0
-1,-1,2,1,2,-1,2,0,1,1,1,1,1,1,0,1,2,-1,0,0,1,3,-1,-1,3,2,-1,-1,1,1,2,1,-1,2,0,-1,0,0,0,3,2,0,0,2,3,0,-1,1,2,1,96181.0,596,99482.0
-1,2,2,-1,1,-1,2,3,2,1,2,3,3,-1,0,0,0,0,3,3,-1,0,-1,0,1,1,3,2,0,2,3,0,1,0,0,0,0,2,3,0,1,-1,1,2,-1,1,1,-1,0,-1,96165.0,600,99467.0
2,3,0,-1,0,1,3,1,2,-1,-1,3,3,3,3,3,2,1,0,0,0,0,3,-1,2,1,2,1,2,3,0,-1,1,1,2,1,1,3,0,1,0,-1,-1,2,1,2,1,0,2,2,96150.0,636,99426.0
2,0,0,-1,1,-1,0,0,2,0,2,0,2,2,1,1,2,-1,1,1,3,2,3,2,2,3,1,2,-1,-1,-1,-1,1,0,3,-1,1,3,2,0,0,3,1,0,-1,0,-1,0,0,0,96002.0,614,99459.0
3,0,1,1,0,1,1,2,1,1,3,2,3,0,2,0,-1,-1,-1,0,2,1,2,2,2,2,3,-1,1,1,2,0,2,0,3,1,0,1,2,3,3,0,0,2,0,-1,0,3,0,2,95871.0,670,99413.0
3,1,3,1,3,1,-1,2,1,0,1,-1,3,1,3,0,3,1,3,0,0,2,0,0,3,3,2,0,0,1,2,2,3,0,2,2,0,1,-1,0,3,2,0,2,0,0,-1,-1,1,1,95777.0,671,99411.0
-1,3,0,0,-1,2,2,-1,0,1,2,3,-1,3,1,-1,1,0,0,1,1,2,0,1,-1,-1,1,2,2,-1,-1,1,-1,0,0,3,2,3,0,1,3,3,2,2,3,3,3,3,3,2,96624.0,616,99490.0
1,3,1,3,2,3,3,-1,-1,3,3,1,-1,0,0,2,-1,1,0,3,1,2,3,0,3,0,-1,1,2,1,1,-1,2,-1,3,2,0,3,2,1,2,2,0,2,0,2,1,3,1,2,96270.0,668,99436.0
1,0,2,2,2,3,2,3,2,0,-1,2,0,-1,-1,-1,2,3,3,-1,0,0,3,2,-1,0,1,3,1,1,3,1,0,1,-1,0,-1,2,-1,3,0,3,3,0,1,0,0,3,1,2,96373.0,617,99468.0
1,2,3,1,2,-1,1,0,0,2,0,0,3,3,0,-1,0,2,2,-1,1,2,1,0,0,1,0,-1,2,0,2,-1,-1,3,3,1,2,0,3,-1,1,0,-1,1,2,3,2,2,2,-1,96385.0,628,99476.0
2,2,2,0,1,-1,-1,1,1,0,0,2,-1,1,0,3,3,3,3,0,1,1,2,2,0,1,-1,2,1,0,1,0,2,0,2,2,-1,2,3,-1,-1,2,2,1,1,1,3,3,3,-1,96321.0,643,99456.0
1,2,2,-1,1,0,1,0,0,1,3,-1,0,1,1,-1,2,-1,2,-1,-1,2,2,1,-1,0,-1,2,0,0,0,0,1,1,2,2,1,2,1,3,3,-1,3,0,2,-1,2,1,1,3,96332.0,595,99483.0
-1,0,2,-1,2,1,-1,0,1,-1,-1,0,1,1,2,0,0,0,-1,1,2,-1,1,3,-1,1,3,2,1,1,2,2,2,0,-1,2,2,1,0,1,2,1,1,-1,0,0,1,2,3,2,96160.0,591,99462.0
0,0,0,1,0,2,-1,0,-1,-1,2,2,2,1,1,0,1,-1,0,1,0,-1,3,2,2,2,1,-1,2,1,-1,2,-1,2,1,-1,2,0,1,3,0,1,1,2,0,3,-1,2,0,0,96243.0,607,99482.0
3,2,2,1,0,2,-1,2,0,2,0,1,0,0,1,0,0,1,3,0,1,-1,-1,-1,0,3,-1,2,3,3,1,2,2,3,2,3,-1,2,3,0,2,3,-1,2,1,0,0,3,2,2,96169.0,649,99444.0
2,1,-1,0,3,1,1,2,1,-1,-1,2,0,-1,0,0,-1,3,0,0,1,-1,-1,2,-1,2,-1,3,0,1,2,3,2,0,-1,0,1,-1,1,3,-1,0,2,2,1,2,-1,3,-1,3,96737.0,539,99528.0
1,2,1,-1,3,2,-1,1,0,3,0,0,-1,2,1,-1,-1,3,2,0,3,1,2,3,1,0,2,0,0,1,1,-1,3,0,-1,3,-1,-1,0,0,0,1,2,1,1,1,3,0,0,1,96209.0,616,99466.0
2,0,-1,0,-1,0,2,1,1,3,2,1,1,-1,-1,3,1,2,0,2,1,0,0,3,0,1,-1,1,0,1,0,2,2,0,1,1,3,0,1,3,2,2,0,2,2,3,2,2,0,1,95905.0,683,99420.0
1,1,3,2,0,0,1,2,1,0,0,2,0,1,1,3,2,2,2,0,0,1,-1,1,3,-1,3,2,2,-1,1,3,2,0,2,0,2,0,0,1,0,0,-1,1,-1,-1,2,2,0,1,95781.0,664,99433.0
1,2,1,1,-1,2,1,1,3,0,2,3,2,2,3,-1,0,0,0,0,3,1,0,3,-1,0,0,2,1,2,1,2,2,0,3,2,2,-1,3,3,1,0,2,1,3,1,2,3,0,0,95823.0,691,99395.0
-1,1,1,2,2,3,0,0,2,2,3,1,-1,2,3,0,1,1,3,2,-1,1,3,0,1,2,3,3,2,1,2,-1,-1,-1,2,0,0,2,1,3,2,1,0,0,3,2,1,0,1,1,96092.0,679,99425.0
0,2,2,0,2,0,2,3,0,2,3,2,2,0,1,2,2,2,-1,0,2,1,0,0,1,1,-1,0,1,-1,0,3,3,2,3,3,1,1,1,1,0,2,0,3,1,3,1,1,3,0,95614.0,715,99370.0
0,1,2,0,1,2,1,-1,0,3,2,2,1,0,2,1,1,1,3,1,1,0,0,-1,0,3,2,3,1,0,0,1,0,3,2,2,2,1,2,0,3,-1,0,2,2,-1,1,3,2,0,95660.0,689,99405.0
2,1,-1,-1,-1,1,0,3,3,1,2,3,0,2,2,0,2,1,-1,-1,-1,2,-1,-1,2,-1,1,0,2,3,-1,1,0,0,0,2,0,1,0,2,2,1,1,1,3,1,0,0,1,-1,96315.0,594,99500.0
1,1,3,-1,0,0,2,1,3,0,0,1,2,1,0,1,2,1,1,3,2,1,2,3,2,0,-1,2,0,1,0,2,-1,3,1,2,2,3,2,3,3,2,2,3,1,-1,3,0,2,2,95960.0,699,99402.0
3,1,1,2,3,1,-1,0,-1,1,0,1,1,1,0,1,3,2,3,0,-1,1,0,0,0,0,-1,3,2,3,2,3,3,1,1,0,2,2,1,0,3,0,3,1,-1,0,-1,1,2,2,95911.0,667,99420.0
2,0,-1,-1,3,3,-1,-1,0,2,3,0,3,2,0,3,3,0,3,1,2,1,0,1,-1,2,0,3,0,-1,3,2,-1,2,-1,0,3,1,0,0,2,0,2,-1,2,1,3,1,2,2,96411.0,610,99471.0
0,3,3,-1,2,3,-1,0,3,3,3,-1,-1,3,3,1,-1,2,-1,2,0,0,-1,3,-1,1,-1,2,0,1,2,1,2,1,2,1,2,-1,0,2,1,-1,1,0,-1,1,1,1,2,1,96554.0,563,99477.0
3,0,2,2,1,0,2,2,2,1,3,-1,2,-1,0,1,1,0,2,2,1,2,3,1,0,-1,2,1,3,0,3,1,0,1,0,-1,-1,1,0,3,-1,1,0,2,2,1,1,0,1,0,95995.0,659,99435.0
-1,-1,2,0,1,2,-1,1,-1,0,0,2,1,0,2,3,-1,2,-1,1,1,0,1,0,3,-1,3,0,2,1,3,0,-1,2,3,1,-1,2,3,-1,2,1,2,3,2,2,0,1,0,1,96403.0,607,99482.0
0,-1,1,1,-1,0,1,3,-1,1,3,0,-1,0,1,2,3,-1,1,3,0,0,1,1,-1,-1,2,2,1,-1,0,3,1,0,-1,3,0,0,0,-1,3,0,2,-1,3,-1,-1,3,0,3,96541.0,559,99528.0
0,1,3,1,2,3,1,2,-1,1,0,0,-1,1,2,0,2,1,1,3,0,-1,0,3,0,-1,0,0,-1,1,0,1,0,-1,3,0,2,-1,1,0,-1,2,2,2,2,3,2,1,3,-1,95898.0,637,99449.0
3,0,0,-1,0,0,-1,2,1,2,0,2,-1,2,-1,2,1,2,2,2,-1,0,1,-1,1,-1,0,-1,1,2,1,1,2,0,3,3,0,2,2,1,-1,-1,0,2,1,1,3,0,1,-1,96270.0,576,99487.0
3,0,1,-1,2,-1,3,2,0,3,3,1,-1,1,2,1,2,3,-1,3,0,0,1,2,1,0,3,-1,2,2,0,2,2,1,0,-1,-1,1,2,3,3,1,2,0,-1,-1,2,2,0,0,96343.0,620,99452.0
2,0,0,1,-1,0,3,3,0,0,3,0,3,3,3,2,1,-1,2,2,0,2,-1,2,3,2,-1,1,1,0,-1,3,1,1,1,0,1,1,2,2,1,1,1,1,0,3,2,0,1,-1,96101.0,671,99435.0
0,0,2,1,0,0,0,0,0,1,1,2,3,1,-1,0,-1,3,3,-1,0,0,1,2,0,1,-1,-1,2,2,1,2,2,2,2,-1,-1,-1,3,-1,3,1,3,1,1,3,1,2,1,2,96199.0,628,99464.0
-1,2,0,2,3,3,0,1,0,2,0,2,2,1,-1,2,0,1,3,1,1,1,2,1,1,-1,-1,0,2,1,0,0,-1,2,2,2,3,2,-1,0,0,2,-1,0,-1,2,3,1,0,2,95942.0,640,99440.0
-1,3,-1,2,3,1,1,0,2,1,0,0,0,1,1,2,1,0,0,-1,0,0,1,2,-1,2,-1,0,2,3,1,1,1,2,1,1,2,2,0,0,3,0,0,-1,2,1,0,2,2,-1,95667.0,654,99432.0
3,0,2,-1,1,0,-1,3,2,0,0,1,1,3,1,2,3,2,0,-1,2,1,2,3,1,0,1,1,-1,0,3,1,2,2,0,1,0,0,2,1,1,1,0,-1,0,-1,2,0,-1,2,96017.0,643,99453.0
3,-1,2,2,2,0,1,2,1,0,1,0,3,-1,2,1,3,2,1,-1,2,3,-1,-1,1,0,0,2,0,3,-1,0,2,0,3,1,0,1,0,2,1,0,1,2,2,0,3,0,1,0,95949.0,666,99438.0
